#{"t_start": 1788029232.3753262, "env_id": "None"}
r,l,t,phase,player_health
-47.097108,623,688.745161,2,0.0
0.154847,1758,693.001748,1,0.0
-5.15671,1800,697.027522,1,30.0
-38.366855,1183,699.957185,2,0.0
-28.441511,769,701.742087,2,0.0
-53.587084,1495,727.958402,1,0.0
-58.575956,1119,730.708949,1,0.0
-49.505113,1637,734.622762,1,0.0
54.617691,1800,738.428328,1,58.0
-22.525634,1800,743.081052,1,44.0
-45.604741,848,745.144331,1,0.0
-44.020311,1399,749.057439,2,0.0
-38.851123,1116,751.921127,2,0.0
-32.59759,1475,755.491533,1,0.0
4.186213,1800,759.382378,1,16.0
-52.929438,814,761.4103,2,0.0
-65.202971,1162,764.387673,2,0.0
-47.083506,683,766.101902,2,0.0
-34.13124,627,767.607181,2,0.0
-22.010028,1723,771.808284,1,0.0
-29.838884,1314,774.914156,1,0.0
-53.486202,1391,778.23398,1,0.0
-44.755561,1565,782.17392,1,0.0
-31.247959,1145,785.304569,2,0.0
50.762829,1800,810.080797,1,30.0
-27.284371,1800,814.123177,1,58.0
-51.079095,742,816.014845,2,0.0
20.266989,1800,819.818457,1,100.0
15.011411,1585,823.430545,2,0.0
-23.085647,901,825.478715,2,0.0
-35.23942,928,827.690401,2,0.0
107.644082,1800,831.656595,2,86.0
-40.118738,1022,834.25376,2,0.0
-40.516242,790,836.213669,2,0.0
-38.462717,937,838.524796,2,0.0
-49.761061,1229,841.52642,1,0.0
-39.567325,1506,844.994337,1,0.0
-44.264642,1247,848.042905,1,0.0
-24.978145,984,850.503888,2,0.0
4.297444,1261,853.605352,1,0.0
36.818521,1800,857.478897,1,72.0
-34.585748,1479,860.858744,1,0.0
25.937604,1800,865.388638,1,16.0
-42.228043,864,889.559182,2,0.0
-47.595643,1643,893.745872,1,0.0
-36.772404,1742,897.774719,1,0.0
-36.883266,584,899.249453,2,0.0
-53.170976,635,900.978857,2,0.0
-51.144979,1102,903.740964,1,0.0
-45.153501,1054,906.152865,1,0.0
60.587277,1800,910.456437,1,2.0
-22.769838,1800,914.937487,2,30.0
-46.442508,1097,917.789583,2,0.0
-62.615084,1302,921.910911,2,0.0
68.084483,1800,925.878447,2,72.0
-51.787703,781,927.880073,2,0.0
-46.249089,770,929.909065,2,0.0
-66.20169,1543,933.903144,2,0.0
-50.814627,729,935.91352,2,0.0
-36.481333,782,937.70495,1,0.0
-47.588919,972,940.357831,2,0.0
21.179069,1655,944.599306,2,0.0
-61.061611,957,947.606219,2,0.0
-41.853121,486,948.750075,2,0.0
-48.176754,832,951.09923,2,0.0
