episode,seed,reward,phase,phases_advanced,simulation_steps,decisions,end_reason,survived_time_limit,enemies_destroyed,spawners_destroyed,damage_dealt,damage_taken,shots_fired,projectile_hits,accuracy,hits_per_projectile,player_level,xp_earned,weapon_name,upgrades_chosen,phase_rewards_chosen,bosses_destroyed,minibosses_destroyed,boss_skills_dodged,boss_skill_hits,boss_rewards_chosen,drone_level,barrier_charges,build_summary,contact_events,crowd_fraction,wall_fraction,mean_enemy_clearance,phase_diagnostics
21,53020,530.156179,6,5,4693,1174,player_destroyed,False,80,16,9828.9932,134.6,332,292,0.879518,0.879518,5,1275.0,Rapid Pulse,4,4,1,1,6,1,1,2,0,fire_rate:1;engine:1;drone:2;critical:1;artifact:1,7,0.12265758091993186,0.11754684838160136,114.99982936829078,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 228}, ""2"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 724}, ""3"": {""boss_casts"": 3, ""boss_dodges"": 2, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 624}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 0.0, ""frames"": 1220}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 732}, ""6"": {""boss_casts"": 6, ""boss_dodges"": 4, ""boss_hits"": 1, ""contacts"": 6, ""damage"": 134.6, ""frames"": 1165}}"
22,53021,492.230128,6,5,3071,768,player_destroyed,False,54,16,8084.19,154.34,264,242,0.916667,0.916667,5,1194.0,Multi-Beam Array,4,4,1,2,2,1,1,4,0,multishot:1;drone:4;capacitor:1;artifact:1,7,0.14713541666666666,0.0625,112.17662882752082,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 180}, ""2"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 22.568, ""frames"": 596}, ""3"": {""boss_casts"": 2, ""boss_dodges"": 1, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 472}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 516}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 4, ""damage"": 57.65199999999999, ""frames"": 920}, ""6"": {""boss_casts"": 2, ""boss_dodges"": 1, ""boss_hits"": 1, ""contacts"": 2, ""damage"": 74.12, ""frames"": 387}}"
23,53022,532.641605,6,5,4514,1129,player_destroyed,False,78,16,10348.19,141.72,291,411,1.0,1.412371,5,1263.0,Rapid Pulse,4,4,1,1,6,3,1,0,0,fire_rate:1;piercing:1;homing:1;capacitor:1;artifact:1,3,0.07440212577502214,0.13817537643932684,114.72625149496002,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 176}, ""2"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 416}, ""3"": {""boss_casts"": 4, ""boss_dodges"": 2, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 0.0, ""frames"": 848}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 776}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 936}, ""6"": {""boss_casts"": 7, ""boss_dodges"": 4, ""boss_hits"": 3, ""contacts"": 2, ""damage"": 141.72000000000003, ""frames"": 1362}}"
24,53023,267.385815,4,3,2923,731,player_destroyed,False,56,8,5318.04,117.9584,230,220,0.956522,0.956522,4,772.0,Rapid Pulse,3,2,1,0,1,1,1,0,0,damage:1;fire_rate:1;homing:1;artifact:1,6,0.3036935704514364,0.2667578659370725,88.85233301596388,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 188}, ""2"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 548}, ""3"": {""boss_casts"": 2, ""boss_dodges"": 1, ""boss_hits"": 1, ""contacts"": 0, ""damage"": 23.878400000000003, ""frames"": 464}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 6, ""damage"": 94.08000000000001, ""frames"": 1723}}"
25,53024,511.19675,6,5,4480,1120,player_destroyed,False,65,16,9142.0348,105.368,304,287,0.944079,0.944079,5,1110.0,Rapid Pulse,4,4,1,0,7,1,1,3,0,damage:1;fire_rate:1;homing:1;drone:3,5,0.0875,0.10892857142857143,121.69746664129568,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 440}, ""2"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 544}, ""3"": {""boss_casts"": 3, ""boss_dodges"": 2, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 576}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 728}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 616}, ""6"": {""boss_casts"": 8, ""boss_dodges"": 5, ""boss_hits"": 1, ""contacts"": 5, ""damage"": 105.368, ""frames"": 1576}}"
26,53025,982.145183,10,9,5226,1307,player_destroyed,False,99,30,17474.565,251.552,691,597,0.863965,0.863965,7,2157.0,Multi-Beam Array,6,6,3,1,7,0,3,1,0,fire_rate:1;multishot:2;drone:1;capacitor:1;critical:1;riftbreaker:1;artifact:1,19,0.16143840856924255,0.1315990818668707,103.35486636682495,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 312}, ""10"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 10, ""damage"": 133.27999999999997, ""frames"": 422}, ""2"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 388}, ""3"": {""boss_casts"": 2, ""boss_dodges"": 2, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 18.144000000000002, ""frames"": 496}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 632}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 16.24, ""frames"": 652}, ""6"": {""boss_casts"": 3, ""boss_dodges"": 3, ""boss_hits"": 0, ""contacts"": 2, ""damage"": 0.0, ""frames"": 596}, ""7"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 17.36, ""frames"": 740}, ""8"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 540}, ""9"": {""boss_casts"": 2, ""boss_dodges"": 2, ""boss_hits"": 0, ""contacts"": 4, ""damage"": 66.52799999999999, ""frames"": 448}}"
27,53026,208.909703,4,3,1865,467,player_destroyed,False,14,7,2520.36,118.384,118,107,0.90678,0.90678,3,490.0,Rapid Pulse,2,2,1,0,2,0,1,0,0,fire_rate:1;riftbreaker:1;artifact:1,8,0.17130620985010706,0.1777301927194861,133.3860705567128,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 168}, ""2"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 324}, ""3"": {""boss_casts"": 4, ""boss_dodges"": 2, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 0.0, ""frames"": 820}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 7, ""damage"": 118.38400000000001, ""frames"": 553}}"
28,53027,507.732991,6,5,5103,1276,player_destroyed,False,82,16,9562.3955,125.2784,303,287,0.947195,0.947195,5,1212.0,Nova Payload,4,4,1,0,2,4,1,2,0,splash:1;homing:1;drone:2;critical:1;riftbreaker:1;artifact:1,1,0.04310344827586207,0.06661442006269593,121.55089736064957,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 336}, ""2"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 484}, ""3"": {""boss_casts"": 3, ""boss_dodges"": 0, ""boss_hits"": 1, ""contacts"": 0, ""damage"": 23.878400000000003, ""frames"": 720}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 940}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 1456}, ""6"": {""boss_casts"": 6, ""boss_dodges"": 2, ""boss_hits"": 3, ""contacts"": 1, ""damage"": 101.4, ""frames"": 1167}}"
29,53028,200.661421,4,3,1641,411,player_destroyed,False,17,7,2771.04,183.1648,104,104,1.0,1.0,3,508.0,Pulse Cannon,2,2,1,0,0,2,1,0,0,damage:1;capacitor:1,11,0.22871046228710462,0.09002433090024331,102.76892435621338,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 208}, ""2"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 14.56, ""frames"": 436}, ""3"": {""boss_casts"": 2, ""boss_dodges"": 0, ""boss_hits"": 2, ""contacts"": 1, ""damage"": 65.9008, ""frames"": 464}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 9, ""damage"": 102.70400000000002, ""frames"": 533}}"
30,53029,280.997886,4,3,2167,542,player_destroyed,False,29,10,3905.54,125.44,132,123,0.931818,0.931818,4,745.0,Pulse Cannon,3,2,1,1,2,0,1,2,0,hull:1;drone:2;capacitor:1,10,0.23616236162361623,0.2158671586715867,127.3330082605732,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 220}, ""2"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 0.0, ""frames"": 528}, ""3"": {""boss_casts"": 3, ""boss_dodges"": 2, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 660}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 9, ""damage"": 125.44000000000003, ""frames"": 759}}"
