#{"t_start": 1787999407.9814594, "env_id": "None"}
r,l,t,phase,player_health
-82.358723,1264,546.802724,1,0.0
-12.187956,1800,551.074544,1,2.0
-58.803985,1150,553.601032,2,0.0
-45.922123,1398,556.333371,1,0.0
-39.455194,1367,559.227149,1,0.0
-61.578533,1123,561.724281,2,0.0
-55.293764,683,563.072922,2,0.0
-16.856945,1800,567.692993,2,16.0
-62.436276,928,569.839722,2,0.0
-14.284322,1800,589.251053,2,16.0
-45.909607,575,590.47752,2,0.0
-43.316447,792,592.29538,2,0.0
-43.241317,1132,594.463756,1,0.0
-43.435298,1800,598.479088,2,16.0
-56.834827,1749,602.864215,2,0.0
1.13093,1800,606.840462,1,2.0
-43.70714,1545,610.005893,2,0.0
-5.402962,1800,613.291213,1,44.0
-54.655692,1654,616.384436,1,0.0
-47.749715,796,618.261343,2,0.0
3.088266,1540,621.838433,2,0.0
-41.188379,1202,624.734279,1,0.0
-21.333179,1800,629.060314,1,30.0
-59.039115,976,631.40688,1,0.0
-22.205308,1800,635.521677,1,2.0
-53.111945,802,637.280563,2,0.0
-31.340702,992,639.648809,2,0.0
-4.697505,1800,643.332416,1,30.0
-39.55013,993,645.745871,2,0.0
-60.169359,900,647.767867,2,0.0
-51.95753,1800,652.159269,2,30.0
-38.904433,955,654.624389,1,0.0
-46.757566,939,657.037552,2,0.0
-52.054449,717,658.764165,2,0.0
-48.117527,1052,661.113674,1,0.0
-64.05221,1090,663.518311,1,0.0
-27.275514,1481,666.706517,1,0.0
-25.397104,1800,670.712638,1,16.0
-68.073786,1025,672.924082,2,0.0
-37.557862,865,674.630273,2,0.0
-64.543022,1105,677.048254,2,0.0
-40.188713,1285,679.382488,1,0.0
3.067689,1800,682.849009,1,44.0
-44.807259,994,684.98135,2,0.0
-46.555803,1050,687.332191,1,0.0
-34.913648,1800,692.026062,2,2.0
-43.06225,833,694.274242,2,0.0
-74.927322,1638,698.738107,2,0.0
-44.021386,1556,715.871068,1,0.0
-36.947265,515,716.808199,2,0.0
-45.108441,779,718.343918,2,0.0
-11.173377,1407,721.015813,1,0.0
-58.131052,960,723.068888,2,0.0
-12.461602,1800,726.994445,1,16.0
-69.20868,1469,730.443405,2,0.0
-48.68043,1091,732.912224,2,0.0
-43.275557,665,734.43814,2,0.0
-31.248831,1482,737.543454,1,0.0
13.055966,1599,740.427881,2,0.0
-45.104445,1264,743.292065,2,0.0
-50.288698,1187,746.133489,2,0.0
-46.152557,956,748.133783,1,0.0
0.243003,1090,750.551544,2,0.0
-42.69198,1498,754.180868,1,0.0
-42.706468,1242,756.703766,1,0.0
-66.665555,921,758.825901,2,0.0
-51.093838,718,760.475199,2,0.0
-50.693896,636,762.11523,2,0.0
-46.493178,1258,765.590939,2,0.0
-71.054923,802,767.596508,2,0.0
-43.641601,1013,770.016221,2,0.0
-49.31756,964,772.34707,2,0.0
-34.829055,805,774.061017,1,0.0
-53.480011,1503,777.557225,1,0.0
-45.750067,1127,780.141864,2,0.0
-89.489804,998,782.609959,2,0.0
-28.154323,817,784.685236,2,0.0
-60.444218,1021,787.082387,2,0.0
-71.144114,657,788.734945,2,0.0
-21.86955,1800,793.003287,1,2.0
-33.93541,828,795.100214,2,0.0
-35.273908,755,796.852746,2,0.0
7.00316,1800,800.886736,1,30.0
-22.952606,1123,803.342765,1,0.0
-28.495435,1015,805.690273,1,0.0
-39.980472,688,807.462969,2,0.0
-57.650001,515,808.686751,2,0.0
-21.842229,1451,812.338085,1,0.0
-45.37032,934,814.751618,2,0.0
-35.991546,1144,817.182019,2,0.0
-50.779062,849,819.045094,1,0.0
-29.166136,425,820.185488,2,0.0
-39.971114,1269,822.974924,1,0.0
-76.33245,1056,825.580076,2,0.0
4.192587,1800,843.694057,1,30.0
-60.326895,641,845.078582,2,0.0
19.570754,1800,848.657827,2,16.0
2.364621,1800,852.096686,1,30.0
-52.551563,871,854.00294,2,0.0
-24.088264,1763,857.321378,1,0.0
-43.580186,775,859.162855,2,0.0
-33.550795,1599,862.501436,1,0.0
-3.787154,1800,865.91163,1,16.0
-50.931552,610,867.251418,2,0.0
-39.848766,1427,870.175826,1,0.0
-13.69075,1525,873.012907,1,0.0
-46.296865,750,874.636001,2,0.0
-42.973582,1176,877.136503,1,0.0
24.401665,1800,880.830789,1,72.0
-44.172651,1151,883.09301,1,0.0
-23.909061,1593,887.173435,2,0.0
-41.044274,1039,889.726865,1,0.0
-41.85012,603,891.110101,2,0.0
-61.450323,874,893.164587,2,0.0
-45.132306,1091,895.292822,1,0.0
-20.300267,1105,897.638706,2,0.0
-39.839739,1309,900.565224,2,0.0
-16.482534,1303,903.474243,2,0.0
-2.035045,1487,906.407884,2,0.0
14.929173,1800,910.061645,1,30.0
5.617375,1800,913.696645,1,2.0
23.210002,1800,917.345104,1,58.0
-41.609313,682,918.680395,2,0.0
-32.044411,1452,921.724715,1,0.0
-34.539968,1439,924.449351,1,0.0
-55.607637,1365,927.439756,1,0.0
-83.619355,1293,930.175776,2,0.0
3.946261,1800,934.100079,1,86.0
-68.276146,908,936.288628,2,0.0
-12.457359,1800,939.77727,1,30.0
-27.35812,1451,942.741635,2,0.0
-51.783897,1729,946.606973,1,0.0
-66.547014,1708,967.395044,2,0.0
-83.856849,1617,970.832495,1,0.0
-54.648717,903,972.971844,2,0.0
-21.770124,1651,976.604131,1,0.0
-9.792936,1800,980.191662,1,2.0
-56.664678,923,982.317246,2,0.0
-46.153073,1665,986.124493,2,0.0
-49.646701,1061,988.113013,1,0.0
-18.694008,1800,991.825293,1,16.0
-47.059549,1356,994.402748,1,0.0
-57.134579,1639,998.089801,2,0.0
4.462704,1800,1001.540419,1,44.0
-12.132674,1611,1004.954986,1,0.0
-21.356374,1800,1009.430469,2,16.0
-39.395012,1295,1012.755845,2,0.0
-35.113243,1800,1016.727122,2,44.0
3.51447,1800,1020.370725,1,2.0
-32.275829,904,1022.529397,2,0.0
-39.397618,1283,1025.047666,2,0.0
-42.845191,1633,1028.801153,1,0.0
-50.612238,1566,1032.568098,1,0.0
-25.365147,1765,1036.777427,1,0.0
-53.581899,1708,1040.831339,1,0.0
