comparison,variant,run_seed,episode,seed,epsilon,episode_reward,extrinsic_reward,intrinsic_reward,learning_reward,steps,status,victory,death,death_cause,truncated,unique_states,unique_positions,visited_positions,q_table_states
intrinsic,baseline,111,1,111,1.0,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,65,58,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:2|1:4|1:5|1:7|1:8|1:9|2:2|2:3|2:4|2:5|2:7|2:8|2:9|3:1|3:2|3:5|3:8|3:9|4:2|4:3|4:4|4:5|4:6|4:9|5:0|5:1|5:2|5:4|5:5|5:6|5:7|5:8|5:9|6:1|6:2|6:4|6:7|6:8|6:9|7:2|7:3|7:4|7:5|7:7|7:8|8:4|8:5|8:8|9:5,65
intrinsic,baseline,111,2,112,0.999009009009009,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,41,27,0:0|0:1|0:2|0:4|0:5|1:0|1:2|1:4|1:5|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|3:5|4:2|4:3|5:0|5:1|5:2|6:1|6:2|7:2|7:3,77
intrinsic,baseline,111,3,113,0.998018018018018,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,56,42,0:0|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:5|1:7|1:8|2:0|2:2|2:3|2:4|2:5|2:7|3:0|3:1|3:2|3:5|3:7|4:2|4:3|4:4|4:5|4:6|4:7|5:0|5:1|5:2|5:5|5:6|5:7|6:0|6:1|6:2|7:0|7:2|7:3,105
intrinsic,baseline,111,4,114,0.9970270270270271,0.0,0.0,0.0,0.0,300,truncated,0,0,,1,47,47,0:0|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:7|1:8|1:9|2:0|2:7|2:8|2:9|3:0|3:1|3:2|3:7|3:8|3:9|4:2|4:3|4:4|4:5|4:6|4:7|4:9|5:1|5:2|5:4|5:5|5:6|5:7|6:2|6:4|6:7|7:2|7:3|7:4|7:5|7:6|8:4|8:5|9:3|9:4|9:5,122
intrinsic,baseline,111,5,115,0.9960360360360361,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,60,48,0:0|0:1|0:2|0:4|0:5|0:6|1:2|1:4|1:5|1:7|2:2|2:3|2:4|2:5|2:7|3:1|3:2|3:5|3:7|4:2|4:3|4:4|4:5|4:6|4:7|5:0|5:1|5:2|5:4|5:5|5:6|5:7|5:8|5:9|6:0|6:1|6:2|6:4|6:7|6:8|7:0|7:2|7:3|7:4|7:5|7:6|7:7|8:0,126
intrinsic,baseline,111,6,116,0.9950450450450451,0.0,0.0,0.0,0.0,300,truncated,0,0,,1,26,26,0:0|0:1|0:2|0:5|1:0|1:2|1:4|1:5|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|3:5|4:2|4:3|4:4|4:5|4:6|5:1|5:2|5:5|5:6,126
intrinsic,baseline,111,7,117,0.994054054054054,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,53,32,0:0|0:1|0:2|1:0|1:2|1:4|1:5|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|3:5|3:7|4:2|4:3|4:4|4:5|4:6|4:7|5:0|5:1|5:2|5:4|5:5|5:6|5:7|6:0|7:0,127
intrinsic,baseline,111,8,118,0.993063063063063,2.0,2.0,0.0,2.0,300,truncated,0,0,,1,49,40,0:0|0:1|0:2|1:0|1:2|2:0|3:0|3:1|3:2|4:2|4:3|4:4|5:0|5:1|5:2|5:4|5:5|6:0|6:1|6:2|6:4|6:7|7:0|7:5|7:6|7:7|8:0|8:4|8:5|8:7|8:8|8:9|9:0|9:1|9:2|9:3|9:4|9:7|9:8|9:9,140
intrinsic,baseline,111,9,119,0.992072072072072,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,45,42,0:0|0:1|0:2|1:0|1:2|1:4|1:5|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|3:5|4:2|4:3|4:4|4:5|5:0|5:1|5:2|5:4|5:5|5:6|6:0|6:1|6:4|7:0|7:4|7:5|7:6|8:0|8:4|8:5|9:0|9:1|9:2|9:3|9:4|9:5,140
intrinsic,baseline,111,10,120,0.9910810810810811,0.0,0.0,0.0,0.0,300,truncated,0,0,,1,22,22,0:0|0:1|0:2|0:4|0:5|1:0|1:2|1:4|1:5|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|4:2|5:2|6:1|6:2|7:2,140
intrinsic,baseline,111,11,121,0.9900900900900901,3.0,3.0,0.0,3.0,216,victory,1,0,,0,57,45,0:0|0:1|0:2|0:4|0:5|0:6|1:0|1:2|1:4|1:5|2:2|2:3|2:4|2:5|3:1|3:2|3:5|4:2|4:3|4:4|4:5|4:6|4:7|4:9|5:0|5:1|5:2|5:4|5:5|5:7|5:8|5:9|6:1|6:2|6:4|6:7|6:8|6:9|7:2|7:3|7:4|7:8|7:9|8:9|9:9,143
intrinsic,baseline,111,12,122,0.9890990990990991,0.0,0.0,0.0,0.0,300,truncated,0,0,,1,41,41,0:0|0:1|0:2|0:4|0:5|1:0|1:2|1:4|1:5|1:7|1:8|1:9|2:0|2:2|2:3|2:4|2:7|2:8|2:9|3:0|3:1|3:2|3:7|3:8|3:9|4:2|4:3|4:4|4:5|4:6|4:7|4:9|5:7|5:8|5:9|6:7|6:8|6:9|7:7|8:7|9:7,150
intrinsic,baseline,111,13,123,0.9881081081081081,0.0,0.0,0.0,0.0,300,truncated,0,0,,1,44,44,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:5|1:7|1:8|1:9|2:0|2:2|2:3|2:4|2:5|2:7|2:8|2:9|3:0|3:1|3:2|3:5|3:7|3:8|3:9|4:2|4:3|4:4|4:5|4:6|4:7|4:9|5:2|5:5|5:6|5:7|6:2|7:2,150
intrinsic,baseline,111,14,124,0.9871171171171171,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,48,48,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:2|1:4|1:5|1:7|1:8|1:9|2:2|2:3|2:4|2:5|2:7|2:8|2:9|3:5|3:7|3:8|3:9|4:7|4:9|5:1|5:2|5:9|6:0|6:1|6:2|6:9|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:0|9:0|9:1|9:2,168
intrinsic,baseline,111,15,125,0.9861261261261262,2.0,2.0,0.0,2.0,300,truncated,0,0,,1,54,40,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|2:4|3:1|3:2|3:5|3:7|4:2|4:3|4:4|4:5|4:6|4:7|5:7|5:8|6:4|6:7|6:8|6:9|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:7|8:8|8:9|9:4|9:7|9:8|9:9,196
intrinsic,baseline,111,16,126,0.9851351351351352,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,40,33,0:0|1:0|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|3:5|4:2|4:3|4:4|4:5|5:0|5:1|5:2|6:0|6:1|6:2|7:0|7:2|7:4|8:0|8:4|8:5|9:0|9:1|9:2|9:3|9:4|9:5,196
intrinsic,baseline,111,17,127,0.9841441441441442,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,63,42,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:5|1:7|1:8|1:9|2:0|2:2|2:3|2:4|2:5|2:7|2:8|2:9|3:0|3:1|3:2|3:5|3:7|3:8|3:9|4:2|4:3|4:4|4:5|4:6|4:7|5:0|5:1|5:2|5:5|5:6,196
intrinsic,baseline,111,18,128,0.9831531531531531,0.0,0.0,0.0,0.0,300,truncated,0,0,,1,32,32,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:2|1:4|1:5|1:7|1:8|1:9|2:2|2:3|2:4|2:7|2:8|2:9|3:0|3:1|3:2|3:7|4:2|4:3|4:4|4:5|4:6|4:7|5:6,196
intrinsic,baseline,111,19,129,0.9821621621621621,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,62,51,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:5|1:7|1:8|1:9|2:0|2:2|2:4|2:5|2:8|2:9|3:0|3:1|3:2|3:5|3:7|3:8|3:9|4:2|4:3|4:4|4:5|4:6|4:7|5:0|5:1|5:2|5:4|5:5|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|8:4|8:5|9:5,196
intrinsic,baseline,111,20,130,0.9811711711711711,0.0,0.0,0.0,0.0,300,truncated,0,0,,1,35,35,0:0|0:1|0:2|1:2|2:2|2:3|2:4|2:5|3:2|3:5|4:2|4:3|4:4|4:5|4:6|5:2|5:4|5:5|6:0|6:2|6:4|7:0|7:2|7:3|7:4|7:5|8:0|8:4|8:5|9:0|9:1|9:2|9:3|9:4|9:5,200
intrinsic,baseline,111,21,131,0.9801801801801802,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,66,52,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|1:0|1:2|1:4|1:5|1:7|1:8|2:0|2:2|2:3|2:4|2:5|2:7|2:8|3:0|3:1|3:2|3:5|3:7|3:8|4:2|4:3|4:4|4:5|4:6|4:7|5:0|5:1|5:2|5:4|5:5|5:6|6:0|6:4|7:0|7:4|7:5|8:0|8:5|9:0|9:1|9:2|9:3|9:4|9:5,200
intrinsic,baseline,111,22,132,0.9791891891891892,2.0,2.0,0.0,2.0,300,truncated,0,0,,1,77,59,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:5|1:7|2:0|2:2|2:3|2:4|2:5|2:7|3:0|3:1|3:2|3:7|4:2|4:3|4:4|4:5|4:6|4:7|5:0|5:1|5:2|5:4|5:5|5:6|5:7|5:8|5:9|6:0|6:1|6:2|6:4|6:7|6:8|6:9|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:7|9:3|9:4|9:5,232
intrinsic,baseline,111,23,133,0.9781981981981982,0.0,0.0,0.0,0.0,300,truncated,0,0,,1,27,27,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:5|1:7|1:8|1:9|2:2|2:3|2:4|2:5|2:7|2:8|2:9|3:7|3:8|3:9|4:9,232
intrinsic,baseline,111,24,134,0.9772072072072072,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,36,36,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|3:5|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:2|5:4|5:5|5:6|6:0|6:1|6:2|6:4|7:0|7:2|7:3|8:0|9:0|9:1|9:2,232
intrinsic,baseline,111,25,135,0.9762162162162162,3.0,3.0,0.0,3.0,178,victory,1,0,,0,56,43,0:0|0:1|0:2|1:2|2:2|2:3|2:5|3:1|3:2|3:5|4:2|4:3|4:4|4:5|5:0|5:1|5:2|5:4|5:5|5:6|5:7|5:8|6:0|6:1|6:2|6:4|6:7|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:7|8:8|8:9|9:7|9:8|9:9,243
intrinsic,baseline,111,26,136,0.9752252252252253,0.0,0.0,0.0,0.0,300,truncated,0,0,,1,27,27,0:0|0:1|0:2|0:4|0:5|0:6|0:7|1:0|1:2|1:4|1:5|1:7|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|3:5|4:2|4:3|4:4|4:5|5:2|5:4,243
intrinsic,baseline,111,27,137,0.9742342342342343,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,58,56,0:0|0:1|0:2|0:7|0:8|0:9|1:0|1:2|1:7|1:8|1:9|2:0|2:2|2:3|2:4|2:7|2:9|3:0|3:1|3:2|3:5|3:7|3:8|3:9|4:2|4:4|4:5|4:6|4:7|4:9|5:0|5:1|5:2|5:4|5:5|5:6|5:7|5:8|5:9|6:0|6:1|6:2|6:4|6:9|7:0|7:4|7:5|8:0|8:4|8:5|9:0|9:1|9:2|9:3|9:4|9:5,243
intrinsic,baseline,111,28,138,0.9732432432432433,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,31,29,0:0|0:1|0:2|1:2|2:2|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:4|7:0|7:2|7:3|7:4|7:5|7:6|8:0|8:4|8:5|9:0|9:1|9:2|9:3|9:4|9:5,243
intrinsic,baseline,111,29,139,0.9722522522522522,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,67,47,0:0|0:1|0:2|1:0|1:2|2:0|2:2|3:0|3:1|3:2|3:5|3:7|4:2|4:3|4:4|4:5|4:6|4:7|5:2|5:4|5:5|5:6|5:7|5:8|5:9|6:2|6:4|6:7|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|8:4|8:5|8:7|8:8|8:9|9:3|9:4|9:5|9:8|9:9,269
intrinsic,baseline,111,30,140,0.9712612612612612,0.0,0.0,0.0,0.0,300,truncated,0,0,,1,44,44,0:0|0:1|0:2|1:0|1:2|1:8|2:0|2:2|2:3|2:8|3:0|3:1|3:2|3:7|3:8|4:2|4:3|4:4|4:5|4:6|4:7|5:2|5:4|5:5|5:6|5:7|6:0|6:1|6:2|6:4|7:0|7:2|7:4|7:5|7:6|8:0|8:4|8:5|9:0|9:1|9:2|9:3|9:4|9:5,269
intrinsic,baseline,111,31,141,0.9702702702702702,3.0,3.0,0.0,3.0,215,victory,1,0,,0,59,45,0:0|0:1|0:2|1:2|1:5|2:2|2:3|2:4|2:5|3:2|3:5|4:2|4:3|4:4|4:5|5:0|5:1|5:2|5:4|5:5|5:6|5:8|6:0|6:1|6:2|6:4|6:7|6:8|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:7|8:8|8:9|9:5|9:7|9:8|9:9,271
intrinsic,baseline,111,32,142,0.9692792792792793,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,39,28,0:0|0:1|0:2|1:0|1:2|2:0|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|6:0|6:1|6:2|7:0|7:2|7:3|7:4|7:5|8:0|8:4|8:5|9:0|9:1|9:2,271
intrinsic,baseline,111,33,143,0.9682882882882883,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,24,22,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|7:0|8:0|9:0|9:1|9:2,271
intrinsic,baseline,111,34,144,0.9672972972972973,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,46,43,0:0|1:0|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|3:5|4:2|4:3|4:4|4:5|4:6|4:7|5:0|5:1|5:2|5:4|5:5|5:6|5:7|5:8|5:9|6:0|6:1|6:2|6:7|6:8|6:9|7:0|7:2|7:3|8:0|8:4|9:0|9:1|9:2|9:3|9:4|9:5,271
intrinsic,baseline,111,35,145,0.9663063063063063,2.0,2.0,0.0,2.0,300,truncated,0,0,,1,76,54,0:0|0:1|0:2|0:8|1:0|1:2|1:5|1:8|1:9|2:0|2:2|2:3|2:4|2:5|2:7|2:8|2:9|3:2|3:5|3:7|3:8|3:9|4:2|4:3|4:4|4:5|4:6|4:7|4:9|5:4|5:5|5:6|5:7|5:8|5:9|6:4|6:8|6:9|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:7|8:8|8:9|9:3|9:4|9:7|9:8|9:9,294
intrinsic,baseline,111,36,146,0.9653153153153153,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,44,36,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|3:0|3:1|3:2|4:2|4:3|4:4|5:0|5:1|5:2|5:4|6:0|6:1|6:2|6:4|7:0|7:2|7:3|7:4|7:5|7:6|7:7|8:0|8:4|8:5|9:0|9:1|9:2|9:3,294
intrinsic,baseline,111,37,147,0.9643243243243244,0.0,0.0,0.0,0.0,300,truncated,0,0,,1,11,11,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|3:0|3:1|3:2,294
intrinsic,baseline,111,38,148,0.9633333333333334,2.0,2.0,0.0,2.0,300,truncated,0,0,,1,54,45,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|2:4|3:2|3:7|3:8|4:2|4:3|4:4|4:5|4:6|4:7|5:4|5:5|5:6|5:7|5:8|6:4|6:7|6:8|6:9|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:7|8:8|8:9|9:0|9:1|9:2|9:3|9:4|9:5|9:8|9:9,300
intrinsic,baseline,111,39,149,0.9623423423423423,3.0,3.0,0.0,3.0,287,victory,1,0,,0,70,56,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:7|1:8|1:9|2:0|2:2|2:3|2:4|2:5|2:7|2:8|2:9|3:0|3:1|3:2|3:5|3:7|3:8|3:9|4:2|4:3|4:4|4:6|4:7|4:9|5:0|5:1|5:2|5:4|5:6|5:7|5:8|5:9|6:4|6:7|6:8|6:9|7:4|7:7|7:8|7:9|8:7|8:8|8:9|9:9,302
intrinsic,baseline,111,40,150,0.9613513513513513,0.0,0.0,0.0,0.0,300,truncated,0,0,,1,34,34,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|1:0|1:2|1:4|1:5|1:7|1:8|2:0|2:2|2:3|2:4|2:7|2:8|2:9|3:0|3:1|3:2|3:5|3:7|3:8|4:4|4:5|4:6|4:7|5:4|5:7|6:4,302
intrinsic,baseline,111,41,151,0.9603603603603603,3.0,3.0,0.0,3.0,268,victory,1,0,,0,49,43,0:0|0:1|0:2|0:6|0:7|0:8|0:9|1:2|1:7|1:8|1:9|2:2|2:3|2:7|2:8|2:9|3:1|3:2|3:7|3:8|3:9|4:2|4:3|4:4|4:5|4:6|4:7|4:9|5:0|5:1|5:2|5:4|5:7|5:9|6:0|6:1|6:2|6:4|6:8|6:9|7:9|8:9|9:9,302
intrinsic,baseline,111,42,152,0.9593693693693693,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,47,35,0:0|0:1|0:2|1:0|1:2|1:5|1:7|2:0|2:2|2:3|2:4|2:5|2:7|2:8|3:0|3:1|3:2|3:5|3:7|3:8|4:2|4:3|4:4|4:5|4:6|4:7|5:0|5:1|5:2|5:4|5:5|5:6|5:7|5:8|6:2,302
intrinsic,baseline,111,43,153,0.9583783783783784,2.0,2.0,0.0,2.0,300,truncated,0,0,,1,55,45,0:0|0:1|0:2|0:5|0:6|0:7|1:0|1:2|1:5|2:2|2:3|2:4|2:5|2:9|3:5|3:8|3:9|4:4|4:5|4:7|4:9|5:4|5:5|5:6|5:7|5:8|5:9|6:4|6:7|6:8|6:9|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:7|8:8|8:9|9:7|9:8|9:9,302
intrinsic,baseline,111,44,154,0.9573873873873874,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,38,32,0:0|0:1|0:2|0:4|1:0|1:2|1:4|1:5|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|3:5|4:2|4:5|5:0|5:1|5:2|6:0|6:1|6:2|7:0|7:2|8:0|9:0|9:1|9:2|9:3,302
intrinsic,baseline,111,45,155,0.9563963963963964,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,48,38,0:0|0:1|0:2|0:4|0:5|0:6|0:7|1:0|1:2|1:4|1:5|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|3:5|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:2|5:4|5:5|5:6|6:0|6:1|6:2|6:4|7:2|7:3|7:4,302
intrinsic,baseline,111,46,156,0.9554054054054054,3.0,3.0,0.0,3.0,206,victory,1,0,,0,50,40,0:0|0:1|0:2|1:2|2:2|3:1|3:2|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:2|5:4|5:5|5:6|5:7|5:8|6:0|6:1|6:2|6:4|6:7|6:8|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:7|8:8|8:9|9:7|9:8|9:9,302
intrinsic,baseline,111,47,157,0.9544144144144144,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,46,33,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|2:4|2:5|2:7|2:8|3:0|3:1|3:2|3:5|3:7|3:8|4:2|4:3|4:4|4:5|4:6|4:7|5:0|5:1|5:2|5:4|5:5|5:6|5:7|6:1|6:2,302
intrinsic,baseline,111,48,158,0.9534234234234235,3.0,3.0,0.0,3.0,292,victory,1,0,,0,43,39,0:0|0:1|0:2|1:0|1:2|2:0|2:2|3:0|3:1|3:2|3:9|4:2|4:3|4:9|5:0|5:1|5:2|5:9|6:0|6:1|6:2|6:7|6:8|6:9|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:7|8:8|8:9|9:7|9:8|9:9,304
intrinsic,baseline,111,49,159,0.9524324324324325,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,51,40,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|2:4|3:0|3:1|3:2|4:2|4:3|4:4|5:0|5:1|5:2|6:0|6:1|6:2|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|8:0|8:5|8:7|8:8|9:0|9:1|9:2|9:3|9:4|9:5|9:7,304
intrinsic,baseline,111,50,160,0.9514414414414415,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,52,33,0:0|0:1|0:2|0:4|0:5|0:6|1:0|1:2|1:4|1:5|2:0|2:2|2:3|2:4|2:5|3:1|3:2|3:5|4:2|4:3|4:4|4:5|5:0|5:1|5:2|5:4|6:0|6:1|6:2|6:4|7:2|7:3|7:4,304
intrinsic,baseline,111,51,161,0.9504504504504504,2.0,2.0,0.0,2.0,300,truncated,0,0,,1,66,51,0:0|0:1|1:0|2:0|2:2|2:3|2:7|2:8|3:0|3:1|3:2|3:7|3:8|4:2|4:3|4:5|4:6|4:7|5:0|5:1|5:2|5:4|5:5|5:6|5:7|5:8|6:0|6:1|6:2|6:4|6:8|6:9|7:0|7:4|7:5|7:6|7:7|7:8|7:9|8:0|8:4|8:5|8:7|8:8|8:9|9:0|9:1|9:2|9:3|9:4|9:5,311
intrinsic,baseline,111,52,162,0.9494594594594594,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,41,28,0:0|0:1|0:2|0:4|0:5|0:6|1:0|1:2|1:4|1:5|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|3:5|4:2|4:3|5:0|5:1|5:2|6:0|6:1|6:2|7:2,311
intrinsic,baseline,111,53,163,0.9484684684684684,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,50,38,0:0|0:1|0:2|0:4|0:5|1:0|1:2|1:4|1:5|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|3:5|4:2|4:4|4:5|4:6|4:7|5:0|5:1|5:2|5:4|5:5|5:6|6:0|6:1|6:2|6:4|7:0|7:2|7:3|7:4|8:4,311
intrinsic,baseline,111,54,164,0.9474774774774775,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,69,40,0:0|0:1|0:2|1:0|1:2|1:4|2:0|2:2|2:3|2:4|3:0|3:1|3:2|3:5|3:7|4:2|4:3|4:4|4:5|4:6|4:7|5:2|5:4|5:5|5:6|5:7|5:8|5:9|6:2|6:4|6:7|6:8|6:9|7:4|7:7|7:8|7:9|8:7|8:8|8:9,326
intrinsic,baseline,111,55,165,0.9464864864864865,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,35,34,0:0|0:1|0:2|1:0|1:2|1:4|1:5|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|3:5|4:2|4:3|4:4|4:5|5:0|5:1|5:2|5:4|5:5|6:0|6:1|6:2|7:0|8:0|9:0|9:1|9:2|9:3,326
intrinsic,baseline,111,56,166,0.9454954954954955,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,67,63,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:5|1:7|1:9|2:0|2:2|2:3|2:4|2:5|2:7|2:9|3:0|3:1|3:2|3:7|3:8|4:2|4:3|4:4|4:5|4:6|4:7|4:9|5:1|5:2|5:4|5:5|5:6|5:7|5:8|5:9|6:2|6:4|6:7|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:7|8:8|8:9|9:5|9:7|9:8,327
intrinsic,baseline,111,57,167,0.9445045045045045,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,36,28,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|5:4|5:5|6:0|6:1|6:2|6:4|7:0|7:2|7:3|7:4|8:0|9:0,327
intrinsic,baseline,111,58,168,0.9435135135135135,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,44,39,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|3:0|3:1|3:2|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:2|5:4|5:5|5:6|6:0|6:1|6:2|6:4|7:0|7:3|7:4|7:5|8:0|8:4|8:5|9:0|9:1|9:2|9:3|9:4|9:5,327
intrinsic,baseline,111,59,169,0.9425225225225226,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,60,54,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:2|1:4|1:5|1:7|1:8|2:2|2:3|2:4|2:5|2:7|2:8|2:9|3:1|3:2|3:5|3:7|3:8|3:9|4:2|4:3|4:4|4:5|4:6|4:7|5:0|5:1|5:2|5:4|5:5|5:6|5:7|6:0|6:1|6:2|6:4|7:2|7:3|7:4|7:5|7:6|8:4|8:5|9:3|9:4|9:5,327
intrinsic,baseline,111,60,170,0.9415315315315316,3.0,3.0,0.0,3.0,249,victory,1,0,,0,57,51,0:0|0:1|0:2|0:5|0:6|0:7|1:2|1:5|1:7|1:8|1:9|2:2|2:3|2:4|2:5|2:7|2:8|2:9|3:2|3:5|3:7|3:8|3:9|4:2|4:3|4:7|4:9|5:0|5:1|5:2|5:9|6:0|6:1|6:2|6:9|7:0|7:2|7:3|7:4|7:5|7:9|8:0|8:4|8:8|8:9|9:0|9:1|9:2|9:3|9:4|9:9,327
intrinsic,baseline,111,61,171,0.9405405405405406,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,38,31,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|6:0|6:1|6:2|7:0|7:4|7:5|8:0|8:4|8:5|9:0|9:1|9:2|9:3|9:4|9:5,327
intrinsic,baseline,111,62,172,0.9395495495495495,3.0,3.0,0.0,3.0,64,victory,1,0,,0,32,29,0:0|0:1|0:2|1:2|2:2|2:3|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:8|6:9|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:0|8:8|8:9|9:9,327
intrinsic,baseline,111,63,173,0.9385585585585585,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,58,43,0:0|0:1|0:2|0:4|1:0|1:2|1:4|1:5|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|3:5|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:2|5:4|5:6|6:0|6:1|6:2|6:4|7:0|7:2|7:3|7:4|7:5|7:6|8:0|8:4|9:1|9:2|9:3|9:4,327
