episode,seed,epsilon,episode_reward,extrinsic_reward,intrinsic_reward,learning_reward,steps,status,victory,death,death_cause,truncated,unique_states,unique_positions,visited_positions,q_table_states
29,1757,0.9972277227722772,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,60,43,0:0|0:1|1:0|1:1|2:0|2:1|3:0|3:6|4:0|4:1|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:4|5:5|6:0|6:1|6:5|7:0|7:1|7:2|7:3|7:5|8:0|8:1|8:2|8:3|8:4|8:5|8:6|8:7|9:0|9:1|9:2|9:3|9:4|9:5|9:6|9:7,374
30,1758,0.9971287128712871,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,47,33,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3|2:4|3:0|3:3|3:4|4:0|4:1|4:2|4:3|4:4|5:0|5:1|5:3|6:0|6:1|6:3|7:1|7:2|7:3|8:1|9:0|9:1|9:2|9:3,374
31,1759,0.997029702970297,3.0,3.0,0.0,3.0,200,truncated,0,0,,1,68,52,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:6|1:7|1:8|1:9|2:0|2:1|2:2|2:3|2:4|2:8|2:9|3:8|3:9|4:9|5:9|6:3|6:8|6:9|7:0|7:1|7:2|7:3|7:8|7:9|8:1|8:2|8:3|8:4|8:5|8:6|8:9|9:1|9:2|9:3|9:4|9:5|9:6|9:7|9:8|9:9,416
32,1760,0.9969306930693069,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,59,45,0:0|0:1|1:0|1:1|1:2|1:4|2:0|2:1|2:2|2:3|2:4|3:0|3:3|3:4|4:0|4:1|4:2|4:3|4:4|5:0|5:3|5:4|6:0|6:3|7:0|7:1|7:2|7:3|7:5|8:0|8:1|8:2|8:3|8:4|8:5|8:6|8:7|9:0|9:1|9:2|9:3|9:4|9:5|9:6|9:7,416
33,1761,0.9968316831683168,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,29,25,0:0|0:1|0:2|0:4|0:5|1:0|1:1|1:2|1:4|2:0|2:1|2:2|2:3|2:4|3:0|3:3|4:0|4:1|4:2|4:3|5:0|5:1|5:3|6:0|6:1,416
34,1762,0.9967326732673267,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,40,32,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3|2:4|3:0|3:4|4:0|4:1|5:0|5:3|5:4|6:0|6:1|6:3|7:0|7:1|7:2|7:3|8:0|8:1|8:2|9:0|9:1|9:2|9:3,416
35,1763,0.9966336633663366,3.0,3.0,0.0,3.0,200,truncated,0,0,,1,69,55,0:0|1:0|1:1|1:2|2:0|2:2|2:3|2:4|3:3|3:4|4:0|4:1|4:2|4:3|4:4|4:5|4:6|4:8|5:0|5:5|5:6|5:8|5:9|6:0|6:5|6:6|6:7|6:8|6:9|7:0|7:1|7:2|7:5|7:8|7:9|8:0|8:1|8:2|8:3|8:4|8:5|8:6|8:7|8:8|8:9|9:0|9:1|9:2|9:3|9:4|9:5|9:6|9:7|9:8|9:9,468
36,1764,0.9965346534653465,4.0,4.0,0.0,4.0,200,truncated,0,0,,1,73,43,0:0|0:1|0:2|0:7|0:8|1:0|1:1|1:2|1:7|1:8|1:9|2:1|2:2|2:3|2:6|2:7|2:8|2:9|3:3|3:4|3:6|3:8|3:9|4:4|4:5|4:6|4:8|4:9|5:5|5:6|5:8|5:9|6:5|6:6|6:7|6:8|6:9|7:8|7:9|8:8|8:9|9:8|9:9,482
37,1765,0.9964356435643564,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,42,26,0:0|0:1|0:2|0:4|0:5|0:6|1:0|1:1|1:2|1:4|1:6|1:7|2:0|2:1|2:2|2:3|2:4|2:7|3:3|3:4|4:3|4:4|5:3|5:4|6:3|7:3,484
38,1766,0.9963366336633663,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,28,22,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3|2:4|3:0|3:3|3:4|4:0|4:1|4:2|4:3|5:0|5:1|6:0|6:1,484
39,1767,0.9962376237623762,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,44,31,0:0|0:1|0:2|1:0|1:1|1:2|1:4|2:0|2:1|2:2|2:3|2:4|3:0|3:4|3:6|4:0|4:1|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:3|5:4|5:5|5:6|6:5|6:6|6:7,484
40,1768,0.9961386138613861,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,57,32,0:0|0:1|0:2|0:4|0:5|1:0|1:1|1:2|1:4|2:0|2:1|2:2|2:3|2:4|3:0|3:3|3:4|4:0|4:1|4:3|4:4|5:0|5:1|6:0|6:1|7:0|7:1|7:2|7:3|8:1|8:2|8:3,484
41,1769,0.996039603960396,4.0,4.0,0.0,4.0,200,truncated,0,0,,1,65,48,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3|2:4|2:9|3:0|3:3|3:4|3:8|3:9|4:0|4:1|4:2|4:4|4:5|4:8|4:9|5:0|5:1|5:5|5:6|5:8|5:9|6:1|6:5|6:6|6:7|6:8|6:9|7:1|7:8|7:9|8:1|8:6|8:7|8:8|8:9|9:5|9:6|9:7|9:8,509
42,1770,0.9959405940594059,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,53,38,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:2|1:4|1:6|1:7|1:8|1:9|2:2|2:3|2:4|2:6|2:7|2:8|2:9|3:4|3:6|3:8|3:9|4:4|4:5|4:6|4:8|4:9|5:4|5:5|5:6|5:8|5:9|6:5|6:9,554
43,1771,0.9958415841584158,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,34,23,0:0|0:1|0:2|0:4|1:0|1:1|1:2|1:4|2:0|2:1|2:2|2:3|2:4|3:0|3:3|3:4|4:0|4:1|4:2|4:3|4:4|5:3|5:4,554
44,1772,0.9957425742574257,4.0,4.0,0.0,4.0,200,truncated,0,0,,1,64,49,0:0|0:6|0:7|0:8|0:9|1:0|1:6|1:7|1:8|1:9|2:0|2:1|2:2|2:3|2:6|2:7|2:8|2:9|3:0|3:3|3:4|3:6|3:8|3:9|4:3|4:4|4:5|4:6|4:8|4:9|5:3|5:4|5:5|5:6|5:8|5:9|6:3|6:5|6:6|6:7|6:9|7:8|7:9|8:6|8:7|8:8|9:6|9:7|9:8,583
45,1773,0.9956435643564356,3.0,3.0,0.0,3.0,200,truncated,0,0,,1,73,63,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:7|1:8|1:9|2:2|2:3|2:4|2:6|2:7|2:9|3:3|3:4|3:6|3:9|4:0|4:1|4:2|4:3|4:4|4:5|4:6|4:8|4:9|5:0|5:1|5:3|5:4|5:5|5:6|5:8|5:9|6:5|6:6|6:7|6:8|6:9|7:3|7:5|7:8|7:9|8:3|8:4|8:5|8:7|8:8|8:9|9:3|9:4|9:5|9:7|9:8|9:9,626
46,1774,0.9955445544554455,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,57,54,0:0|1:0|2:0|2:6|2:7|2:8|2:9|3:0|3:6|3:8|3:9|4:0|4:1|4:2|4:6|4:8|4:9|5:0|5:1|5:5|5:6|5:8|5:9|6:0|6:1|6:5|6:6|6:7|6:8|6:9|7:0|7:1|7:2|7:5|7:8|7:9|8:0|8:1|8:2|8:3|8:5|8:7|8:8|8:9|9:0|9:1|9:2|9:3|9:4|9:5|9:6|9:7|9:8|9:9,636
47,1775,0.9954455445544554,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,28,21,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3|2:4|3:0|3:3|3:4|4:3|4:4|4:5|5:5|6:5|7:5|8:5,636
48,1776,0.9953465346534653,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,27,22,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3|2:4|3:0|3:3|3:4|4:0|4:1|4:3|4:4|5:3|5:4|6:3|7:3,636
49,1777,0.9952475247524752,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,36,36,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|1:1|1:2|1:4|1:6|1:7|1:8|2:2|2:3|2:4|2:6|2:7|2:8|2:9|3:3|3:4|3:6|3:8|3:9|4:3|4:6|4:8|4:9|5:6|5:8|5:9|6:6|6:8|6:9,642
50,1778,0.9951485148514851,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,47,46,0:0|0:1|0:2|1:0|1:1|2:0|3:0|4:0|4:8|4:9|5:0|5:1|5:5|5:8|5:9|6:0|6:1|6:5|6:6|6:7|6:8|6:9|7:0|7:1|7:2|7:5|7:8|7:9|8:1|8:2|8:3|8:4|8:5|8:6|8:7|8:8|8:9|9:0|9:1|9:2|9:3|9:5|9:6|9:7|9:8|9:9,642
51,1779,0.995049504950495,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,51,30,0:0|0:1|0:2|1:0|1:1|1:2|1:4|2:0|2:1|2:2|2:3|2:4|3:0|3:3|4:0|4:1|4:3|5:0|5:1|5:3|6:0|6:1|6:3|7:0|7:1|7:2|7:3|8:0|8:1|9:0,645
52,1780,0.994950495049505,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,48,35,0:0|0:1|0:2|1:0|1:1|1:2|1:4|2:0|2:1|2:2|2:3|2:4|3:0|3:3|3:4|4:0|4:1|4:4|5:0|5:1|5:3|5:4|6:0|6:1|6:3|7:0|7:1|7:2|7:3|8:0|8:1|8:2|9:0|9:1|9:2,645
53,1781,0.9948514851485148,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,39,26,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3|3:0|3:3|4:2|4:3|5:3|6:3|7:1|7:2|7:3|8:0|8:1|8:2|8:3|9:1|9:2|9:3,646
54,1782,0.9947524752475247,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,44,35,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3|2:4|3:0|3:3|3:4|4:0|4:1|4:2|4:3|5:0|5:1|5:3|6:0|6:1|6:3|7:0|7:1|7:2|7:3|8:0|8:1|8:2|8:3|9:0|9:1|9:2,647
55,1783,0.9946534653465346,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,45,39,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:1|1:2|1:6|1:7|1:8|1:9|2:2|2:3|2:4|2:6|2:7|2:8|2:9|3:3|3:4|3:6|3:9|4:1|4:2|4:3|4:4|4:5|4:6|5:3|5:4|5:5|6:5|7:5|8:5,649
56,1784,0.9945544554455445,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,31,25,0:0|0:1|0:2|0:4|0:5|1:0|1:1|1:2|1:4|2:0|2:1|2:2|2:3|2:4|3:0|3:3|3:4|4:0|4:1|5:0|5:1|6:0|6:1|7:0|8:0,649
57,1785,0.9944554455445545,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,50,38,0:0|0:1|1:0|1:1|1:2|2:2|2:3|2:4|3:3|3:4|4:1|4:2|4:3|4:4|5:0|5:1|5:3|6:0|6:1|6:3|7:0|7:1|7:2|7:3|8:0|8:1|8:2|8:3|8:4|8:5|8:6|9:0|9:1|9:2|9:3|9:4|9:5|9:6,667
58,1786,0.9943564356435644,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,44,34,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|3:0|4:0|4:1|5:0|5:1|6:0|6:1|7:0|7:1|7:2|7:3|8:0|8:1|8:2|8:3|8:4|8:5|8:6|9:0|9:1|9:2|9:3|9:4|9:5|9:6,669
59,1787,0.9942574257425743,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,36,28,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|3:0|4:0|4:1|5:0|5:1|6:1|7:0|7:1|8:0|8:1|8:4|8:5|9:0|9:1|9:2|9:3|9:4|9:5|9:6,669
60,1788,0.9941584158415842,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,43,30,0:0|0:1|0:2|0:4|0:5|0:6|0:7|1:0|1:1|1:2|1:4|2:0|2:1|2:2|2:3|2:4|3:0|3:3|3:4|4:0|4:1|4:2|4:3|4:4|4:5|5:0|5:1|5:3|5:4|6:3,669
61,1789,0.994059405940594,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,16,11,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3|3:0,669
62,1790,0.993960396039604,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,52,39,0:0|1:0|1:1|2:0|2:4|3:0|3:3|3:4|4:0|4:1|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:4|5:5|5:6|6:0|6:1|6:5|6:6|7:0|7:1|7:2|7:3|7:5|8:1|8:2|8:3|8:4|8:5|8:6|9:2|9:3|9:5|9:6,673
63,1791,0.9938613861386139,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,39,35,0:0|0:1|0:2|1:0|1:1|1:2|1:6|1:7|2:0|2:1|2:2|2:3|2:6|2:7|3:0|3:3|3:4|3:6|4:0|4:1|4:2|4:3|4:4|4:5|4:6|5:3|5:4|5:5|5:6|6:5|7:5|8:5|8:6|9:5|9:6,673
64,1792,0.9937623762376238,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,48,33,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3|3:0|4:0|4:1|4:2|4:3|4:4|4:5|5:0|5:1|5:3|5:4|5:5|6:0|6:1|6:3|7:0|7:2|7:3|8:0|8:1|8:2|9:0|9:1,673
65,1793,0.9936633663366337,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,50,37,0:0|0:1|0:2|0:4|1:0|1:1|1:2|1:4|2:1|2:2|2:3|2:4|3:0|3:3|3:4|4:0|4:1|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:3|5:4|5:5|5:6|6:1|6:3|6:5|6:6|7:1|7:3|8:1|8:3|9:1,673
66,1794,0.9935643564356436,3.0,3.0,0.0,3.0,200,truncated,0,0,,1,67,58,0:0|0:1|1:0|1:1|1:2|2:0|2:1|2:2|2:3|3:0|3:3|3:4|3:8|3:9|4:0|4:1|4:2|4:3|4:4|4:5|4:8|4:9|5:0|5:1|5:4|5:5|5:6|5:8|5:9|6:0|6:1|6:3|6:5|6:6|6:7|6:8|6:9|7:0|7:1|7:2|7:3|7:5|7:8|7:9|8:3|8:4|8:5|8:6|8:7|8:8|8:9|9:2|9:3|9:4|9:5|9:6|9:7|9:8,695
67,1795,0.9934653465346535,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,61,41,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:3|2:4|3:0|3:3|3:4|4:0|4:1|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:3|5:4|5:5|5:6|6:0|6:1|6:5|7:0|7:1|7:2|7:5|8:0|8:1|8:2|8:4|8:5|8:6|9:0|9:1,695
68,1796,0.9933663366336634,4.0,4.0,0.0,4.0,200,truncated,0,0,,1,73,52,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3|2:4|3:0|3:3|3:4|3:6|4:0|4:1|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:4|5:5|5:6|6:5|6:6|6:7|6:8|6:9|7:5|7:8|7:9|8:1|8:2|8:3|8:4|8:5|8:6|8:7|8:8|8:9|9:1|9:2|9:3|9:4|9:5|9:7|9:8|9:9,715
69,1797,0.9932673267326733,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,17,10,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3,715
70,1798,0.9931683168316832,4.0,4.0,0.0,4.0,200,truncated,0,0,,1,78,54,0:0|0:1|1:1|1:2|2:0|2:1|2:2|2:3|3:0|3:6|4:0|4:1|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:3|5:4|5:5|5:6|6:0|6:1|6:3|6:6|6:7|6:8|7:0|7:1|7:2|7:3|7:8|8:0|8:1|8:2|8:3|8:4|8:5|8:6|8:7|8:8|8:9|9:0|9:1|9:2|9:3|9:4|9:5|9:6|9:7|9:8|9:9,735
71,1799,0.9930693069306931,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,40,40,0:0|1:0|2:0|3:0|3:9|4:0|4:1|4:9|5:0|5:1|5:8|5:9|6:0|6:1|6:5|6:6|6:8|6:9|7:0|7:1|7:2|7:5|7:8|7:9|8:1|8:4|8:5|8:6|8:7|8:8|8:9|9:1|9:2|9:3|9:4|9:5|9:6|9:7|9:8|9:9,735
72,1800,0.992970297029703,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,40,30,0:0|0:1|0:2|0:4|0:5|0:6|1:0|1:1|1:4|1:6|2:1|2:2|2:3|2:4|3:3|3:4|3:6|4:1|4:2|4:3|4:4|4:5|4:6|5:3|5:5|5:6|6:5|6:6|6:7|7:5,735
73,1801,0.9928712871287129,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,67,46,0:0|0:1|0:2|1:0|1:1|1:2|2:2|2:3|3:3|4:0|4:1|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:3|5:4|5:5|5:6|6:0|6:1|6:3|6:5|6:6|7:0|7:1|7:2|7:3|7:5|8:0|8:1|8:2|8:3|8:4|8:5|8:6|8:7|9:0|9:1|9:2|9:3|9:6|9:7,747
74,1802,0.9927722772277228,1.0,1.0,0.0,1.0,200,truncated,0,0,,1,34,34,0:0|0:1|0:2|1:0|1:1|2:0|3:0|4:0|4:1|4:2|5:0|5:1|6:0|6:1|7:1|7:5|8:1|8:2|8:3|8:4|8:5|8:6|8:7|8:8|8:9|9:1|9:2|9:3|9:4|9:5|9:6|9:7|9:8|9:9,747
