episode,seed,epsilon,episode_reward,extrinsic_reward,intrinsic_reward,learning_reward,steps,status,victory,death,death_cause,truncated,unique_states,unique_positions,visited_positions,q_table_states
1,1729,1.0,0.0,0.0,0.0,0.0,50,truncated,0,0,,1,11,11,3:1|4:1|4:2|4:3|5:1|5:2|6:1|6:2|7:1|7:2|8:1,11
2,1730,0.9996832277425809,0.0,0.0,0.0,0.0,6,death,0,1,fire,0,5,5,6:2|7:1|7:2|8:1|8:2,11
3,1731,0.9993664554851617,0.0,0.0,0.0,0.0,50,truncated,0,0,,1,12,12,2:1|3:1|4:1|4:2|4:3|5:1|5:2|6:1|6:2|7:1|7:2|8:1,12
4,1732,0.9990496832277426,0.0,0.0,0.0,0.0,4,death,0,1,fire,0,3,3,7:1|8:1|8:2,12
5,1733,0.9987329109703235,0.0,0.0,0.0,0.0,15,death,0,1,fire,0,9,9,6:4|6:5|7:1|7:2|7:3|7:4|7:5|8:1|8:4,17
6,1734,0.9984161387129044,0.0,0.0,0.0,0.0,50,truncated,0,0,,1,9,9,4:1|4:2|4:3|4:4|4:5|5:2|6:1|6:2|7:1,19
7,1735,0.9980993664554851,0.0,0.0,0.0,0.0,43,death,0,1,fire,0,13,13,4:1|4:2|4:3|5:1|5:2|6:1|6:2|6:3|7:1|7:2|7:3|8:1|8:2,20
8,1736,0.997782594198066,0.0,0.0,0.0,0.0,3,death,0,1,fire,0,3,3,7:1|8:1|8:2,20
9,1737,0.9974658219406469,0.0,0.0,0.0,0.0,20,death,0,1,fire,0,9,9,5:1|5:2|6:1|6:2|6:3|7:1|7:2|8:1|8:2,20
10,1738,0.9971490496832277,0.0,0.0,0.0,0.0,50,truncated,0,0,,1,12,12,2:1|2:2|2:3|3:1|4:1|4:2|4:3|4:4|5:1|6:1|7:1|8:1,22
11,1739,0.9968322774258086,1.0,1.0,0.0,1.0,30,victory,1,0,,0,16,16,4:1|4:2|5:1|5:2|5:8|6:2|6:3|6:4|6:5|6:6|6:7|6:8|7:1|7:2|7:8|8:1,26
12,1740,0.9965155051683895,0.0,0.0,0.0,0.0,8,death,0,1,fire,0,3,3,7:1|8:1|8:2,26
13,1741,0.9961987329109703,0.0,0.0,0.0,0.0,17,death,0,1,fire,0,9,9,4:1|4:2|5:1|5:2|6:1|6:2|7:1|8:1|8:2,26
14,1742,0.9958819606535512,0.0,0.0,0.0,0.0,22,death,0,1,fire,0,9,9,6:2|6:3|6:4|6:5|7:1|7:2|7:3|8:1|8:2,26
15,1743,0.9955651883961321,0.0,0.0,0.0,0.0,10,death,0,1,fire,0,9,9,6:3|6:4|6:5|7:1|7:2|7:3|7:4|7:5|8:5,26
16,1744,0.995248416138713,0.0,0.0,0.0,0.0,19,death,0,1,fire,0,6,6,6:1|6:2|7:1|7:2|7:3|8:2,26
17,1745,0.9949316438812937,0.0,0.0,0.0,0.0,50,truncated,0,0,,1,11,11,2:1|2:2|3:1|4:1|4:2|5:1|5:2|6:1|6:2|7:1|8:1,26
18,1746,0.9946148716238746,0.0,0.0,0.0,0.0,9,death,0,1,fire,0,6,6,6:2|6:3|7:1|7:2|8:1|8:2,26
19,1747,0.9942980993664555,0.0,0.0,0.0,0.0,4,death,0,1,fire,0,5,5,6:1|6:2|7:1|7:2|8:2,26
20,1748,0.9939813271090363,0.0,0.0,0.0,0.0,34,death,0,1,fire,0,13,13,3:1|4:1|4:2|4:3|5:1|5:2|6:1|6:2|7:1|7:2|7:3|8:1|8:3,26
21,1749,0.9936645548516172,0.0,0.0,0.0,0.0,5,death,0,1,fire,0,4,4,7:1|7:2|7:3|8:3,26
22,1750,0.9933477825941981,0.0,0.0,0.0,0.0,4,death,0,1,fire,0,3,3,7:1|7:2|8:2,26
23,1751,0.9930310103367789,0.0,0.0,0.0,0.0,25,death,0,1,fire,0,13,13,4:2|4:3|5:2|6:2|6:3|6:4|6:5|7:1|7:2|7:3|7:4|7:5|8:5,26
24,1752,0.9927142380793598,0.0,0.0,0.0,0.0,2,death,0,1,fire,0,3,3,7:1|7:2|8:2,26
25,1753,0.9923974658219407,0.0,0.0,0.0,0.0,29,death,0,1,fire,0,15,15,4:1|5:1|5:2|6:1|6:2|6:3|6:4|6:5|7:1|7:2|7:3|7:4|7:5|7:6|8:6,27
26,1754,0.9920806935645216,0.0,0.0,0.0,0.0,46,death,0,1,fire,0,14,14,6:1|6:2|6:3|6:4|6:5|6:6|7:1|7:2|7:3|7:4|7:5|7:6|8:1|8:5,27
27,1755,0.9917639213071023,0.0,0.0,0.0,0.0,4,death,0,1,fire,0,3,3,7:1|8:1|8:2,27
28,1756,0.9914471490496832,0.0,0.0,0.0,0.0,20,death,0,1,fire,0,8,8,6:2|6:3|6:4|7:1|7:2|7:3|8:1|8:2,27
29,1757,0.9911303767922641,0.0,0.0,0.0,0.0,20,death,0,1,fire,0,9,9,4:1|4:2|5:1|5:2|6:1|6:2|7:1|7:2|8:2,27
30,1758,0.9908136045348449,0.0,0.0,0.0,0.0,24,death,0,1,fire,0,13,13,4:1|4:2|5:1|5:2|6:1|6:2|6:3|6:4|7:1|7:2|7:3|7:4|8:3,27
31,1759,0.9904968322774258,0.0,0.0,0.0,0.0,4,death,0,1,fire,0,3,3,7:1|8:1|8:2,27
32,1760,0.9901800600200067,0.0,0.0,0.0,0.0,50,death,0,1,fire,0,18,18,2:1|2:2|2:3|3:1|4:1|4:2|4:3|5:1|5:2|6:1|6:2|6:3|6:4|6:5|7:1|7:2|7:5|8:5,27
33,1761,0.9898632877625876,0.0,0.0,0.0,0.0,29,death,0,1,fire,0,9,9,5:1|5:2|6:1|6:2|6:3|7:1|7:2|7:3|8:2,27
34,1762,0.9895465155051684,0.0,0.0,0.0,0.0,17,death,0,1,fire,0,6,6,6:1|6:2|7:1|7:2|8:1|8:2,27
35,1763,0.9892297432477493,0.0,0.0,0.0,0.0,3,death,0,1,fire,0,3,3,7:1|7:2|8:2,27
36,1764,0.9889129709903302,0.0,0.0,0.0,0.0,5,death,0,1,fire,0,4,4,7:1|7:2|8:1|8:2,27
37,1765,0.9885961987329109,0.0,0.0,0.0,0.0,8,death,0,1,fire,0,7,7,6:1|6:2|6:3|6:4|7:1|7:3|8:3,27
38,1766,0.9882794264754918,0.0,0.0,0.0,0.0,5,death,0,1,fire,0,3,3,7:1|8:1|8:2,27
39,1767,0.9879626542180727,0.0,0.0,0.0,0.0,4,death,0,1,fire,0,4,4,6:1|7:1|8:1|8:2,27
40,1768,0.9876458819606535,0.0,0.0,0.0,0.0,50,truncated,0,0,,1,10,10,4:1|4:2|5:1|5:2|6:1|6:2|6:3|7:1|7:2|8:1,27
