episode,seed,epsilon,episode_reward,extrinsic_reward,intrinsic_reward,learning_reward,steps,status,victory,death,death_cause,truncated,unique_states,unique_positions,visited_positions,q_table_states
1,1729,1.0,0.0,0.0,0.0,0.0,100,truncated,0,0,,1,14,14,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3|2:4|3:0|3:3|4:0,14
2,1730,0.9980160320641283,0.0,0.0,0.0,0.0,100,truncated,0,0,,1,25,25,0:0|0:1|0:2|1:0|1:1|1:2|1:4|2:0|2:1|2:2|2:3|2:4|3:0|3:3|3:4|4:0|4:1|4:2|4:3|4:4|5:0|5:1|5:3|6:0|6:3,25
3,1731,0.9960320641282565,0.0,0.0,0.0,0.0,100,truncated,0,0,,1,18,18,0:0|0:1|1:0|1:1|1:2|2:0|2:1|2:2|2:3|3:0|4:0|4:1|4:2|4:3|5:0|5:1|6:0|6:1,26
4,1732,0.9940480961923848,0.0,0.0,0.0,0.0,100,truncated,0,0,,1,16,16,0:0|0:1|0:2|1:0|1:1|1:2|1:4|2:0|2:1|2:2|2:3|2:4|3:0|3:3|3:4|4:0,26
5,1733,0.992064128256513,0.0,0.0,0.0,0.0,100,truncated,0,0,,1,13,13,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3|3:3|3:4|4:4,26
6,1734,0.9900801603206413,1.0,1.0,0.0,1.0,100,truncated,0,0,,1,34,25,0:0|0:1|0:2|0:4|0:5|1:1|1:2|1:4|2:0|2:1|2:2|2:3|2:4|3:4|3:9|4:4|4:5|4:6|4:8|4:9|5:5|5:6|5:7|5:8|5:9,48
7,1735,0.9880961923847695,0.0,0.0,0.0,0.0,100,truncated,0,0,,1,11,11,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3|3:0,48
8,1736,0.9861122244488978,0.0,0.0,0.0,0.0,100,truncated,0,0,,1,27,27,0:0|1:0|2:0|2:1|2:2|3:0|4:0|4:1|4:2|4:3|5:3|6:3|6:4|7:1|7:2|7:3|7:5|7:6|8:2|8:3|8:4|8:5|8:6|9:3|9:4|9:5|9:6,63
9,1737,0.984128256513026,0.0,0.0,0.0,0.0,100,truncated,0,0,,1,10,10,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|3:0,63
10,1738,0.9821442885771543,0.0,0.0,0.0,0.0,100,truncated,0,0,,1,12,12,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|3:0|4:0|4:1,63
11,1739,0.9801603206412826,0.0,0.0,0.0,0.0,100,truncated,0,0,,1,28,28,0:0|0:1|1:0|2:0|2:1|2:2|2:3|3:0|3:3|4:0|4:1|4:3|4:4|5:3|6:3|6:4|6:5|7:5|8:3|8:4|8:5|8:6|8:7|9:3|9:4|9:5|9:6|9:7,66
12,1740,0.9781763527054108,2.0,2.0,0.0,2.0,100,truncated,0,0,,1,37,34,0:0|0:1|0:4|0:5|0:6|0:7|0:8|0:9|1:1|1:4|1:6|1:7|1:8|1:9|2:0|2:1|2:2|2:3|2:4|2:6|2:7|2:8|2:9|3:3|3:4|3:9|4:3|4:4|4:8|4:9|5:8|5:9|6:8|6:9,90
13,1741,0.9761923847695391,0.0,0.0,0.0,0.0,100,truncated,0,0,,1,20,20,0:0|0:1|0:2|1:0|1:1|1:2|2:0|2:1|2:2|2:3|3:0|3:3|4:0|4:1|4:2|4:3|5:0|5:1|6:0|6:1,90
