episode,seed,epsilon,episode_reward,extrinsic_reward,intrinsic_reward,learning_reward,steps,status,victory,death,death_cause,truncated,unique_states,unique_positions,visited_positions,q_table_states
1,1729,1.0,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,50,36,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|4:2|4:3|4:4|4:5|5:0|5:1|5:2|5:4|5:5|5:6|6:0|6:1|6:2|6:4|7:0|7:2|7:3|7:4|7:5|8:0|8:4|9:0|9:1,50
2,1730,0.999009009009009,0.0,0.0,0.0,0.0,300,truncated,0,0,,1,31,31,0:0|0:1|0:6|0:7|1:0|1:7|1:8|2:0|2:7|2:8|2:9|3:0|3:1|3:2|3:7|3:8|3:9|4:2|4:3|4:4|4:6|4:7|4:9|5:4|5:5|5:6|5:7|5:8|5:9|6:7|6:8,71
3,1731,0.998018018018018,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,45,30,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|2:4|3:0|3:1|3:2|3:5|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:2|5:4|5:5|5:6|6:0|6:1|6:2|7:0|7:2|8:0,81
4,1732,0.9970270270270271,2.0,2.0,0.0,2.0,300,truncated,0,0,,1,57,49,0:0|0:1|0:8|0:9|1:0|1:7|1:8|1:9|2:0|2:2|2:3|2:4|2:5|2:7|2:8|2:9|3:0|3:1|3:2|3:5|3:7|3:8|3:9|4:2|4:3|4:4|4:5|4:6|4:9|5:4|5:5|5:6|5:7|5:8|5:9|6:8|6:9|7:4|7:5|7:6|7:7|7:8|7:9|8:7|8:8|8:9|9:7|9:8|9:9,116
5,1733,0.9960360360360361,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,39,23,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|2:4|2:5|3:0|3:1|3:2|3:5|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3,117
6,1734,0.9950450450450451,2.0,2.0,0.0,2.0,300,truncated,0,0,,1,70,58,0:0|0:4|0:5|0:6|0:7|0:8|1:0|1:4|1:5|1:8|1:9|2:0|2:2|2:4|2:5|2:9|3:0|3:1|3:2|3:5|3:9|4:2|4:3|4:4|4:5|4:6|4:7|4:9|5:1|5:2|5:4|5:5|5:6|5:7|5:8|5:9|6:1|6:2|6:4|6:7|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:7|8:8|8:9|9:7|9:8|9:9,138
7,1735,0.994054054054054,0.0,0.0,0.0,0.0,300,truncated,0,0,,1,39,39,0:0|0:1|1:0|2:0|2:5|3:0|3:1|3:2|3:5|4:2|4:3|4:4|4:5|4:6|4:7|5:1|5:2|5:4|5:5|5:6|5:7|5:8|5:9|6:0|6:1|6:2|6:7|6:8|7:2|7:3|7:4|7:5|7:6|7:7|7:8|8:4|8:5|9:4|9:5,140
8,1736,0.993063063063063,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,63,43,0:0|0:1|0:2|0:4|0:7|0:8|0:9|1:0|1:2|1:4|1:5|1:7|1:8|1:9|2:2|2:3|2:4|2:5|2:7|2:8|2:9|3:5|3:7|3:8|3:9|4:4|4:5|4:6|4:7|4:9|5:4|5:5|5:6|5:7|5:8|5:9|6:7|6:8|6:9|7:8|7:9|8:8|8:9,168
9,1737,0.992072072072072,1.0,1.0,0.0,1.0,300,truncated,0,0,,1,25,23,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:0|8:0|9:0|9:1|9:2,169
10,1738,0.9910810810810811,0.0,0.0,0.0,0.0,300,truncated,0,0,,1,37,37,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:5|1:7|1:8|1:9|2:0|2:2|2:3|2:4|2:5|2:7|2:8|2:9|3:0|3:1|3:2|3:5|3:7|3:8|3:9|4:5|4:6|4:7|5:5|5:6|5:7,170
