episode,seed,epsilon,episode_reward,extrinsic_reward,intrinsic_reward,learning_reward,steps,status,victory,death,death_cause,truncated,unique_states,unique_positions,visited_positions,q_table_states
187,1915,0.8156756756756757,4.0,4.0,0.0,4.0,187,victory,1,0,,0,77,56,0:0|0:1|0:2|0:3|0:4|1:3|1:4|2:3|2:4|2:5|2:6|3:0|3:1|3:2|3:3|3:4|3:5|4:0|4:1|4:2|4:3|4:4|4:5|4:6|5:0|5:2|5:3|5:4|5:5|5:6|5:8|5:9|6:2|6:3|6:4|6:5|6:6|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:5|8:6|8:7|8:8|8:9|9:6|9:7|9:8|9:9,869
188,1916,0.8146846846846847,4.0,4.0,0.0,4.0,147,victory,1,0,,0,65,49,0:0|0:1|0:2|0:3|1:0|1:1|1:3|2:3|2:4|3:2|3:3|4:2|4:3|4:4|4:5|4:6|5:2|5:3|5:4|5:6|6:0|6:2|6:3|6:4|6:5|6:6|7:0|7:1|7:2|7:3|7:4|7:5|7:6|8:0|8:1|8:2|8:3|8:4|8:5|8:6|8:7|8:8|9:0|9:1|9:2|9:3|9:4|9:5|9:6,869
189,1917,0.8136936936936937,4.0,4.0,0.0,4.0,122,victory,1,0,,0,64,48,0:0|0:1|0:2|0:3|0:4|1:0|1:3|1:4|1:5|2:3|2:4|2:7|3:2|3:3|3:4|3:5|3:6|3:7|3:8|4:1|4:2|4:3|4:4|4:5|4:6|4:7|4:8|5:0|5:1|5:2|5:3|5:4|6:0|6:1|6:2|6:3|6:4|6:5|6:6|7:1|7:2|7:3|7:4|7:5|8:5|8:6|8:7|8:8,869
190,1918,0.8127027027027027,4.0,4.0,0.0,4.0,99,victory,1,0,,0,46,39,0:0|0:1|0:2|0:3|0:4|0:5|1:3|1:4|1:5|1:6|2:3|2:4|2:5|2:6|3:4|3:5|4:4|4:5|5:2|5:3|5:4|5:5|6:2|6:3|7:2|7:3|7:5|8:2|8:3|8:4|8:5|8:6|8:7|8:8|9:3|9:4|9:5|9:6|9:7,869
191,1919,0.8117117117117117,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,77,55,0:0|0:1|0:2|0:3|0:4|0:5|0:6|1:3|1:4|1:5|1:6|1:7|2:3|2:4|2:5|2:6|2:7|3:2|3:3|3:4|3:5|4:1|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:2|5:3|5:4|5:5|5:6|6:0|6:1|6:2|6:3|6:4|6:5|6:6|7:0|7:1|7:2|7:3|7:4|7:5|8:2|8:3|8:4|8:5|8:6|9:3|9:4|9:5,869
192,1920,0.8107207207207208,4.0,4.0,0.0,4.0,68,victory,1,0,,0,45,37,0:0|0:1|0:2|0:3|1:0|1:1|1:3|1:4|1:5|2:0|2:1|2:3|2:4|2:5|3:1|3:3|3:4|3:5|4:1|4:2|4:3|4:4|4:5|5:0|5:1|5:2|5:3|5:5|6:2|6:3|6:4|6:5|7:5|7:6|8:6|8:7|8:8,869
193,1921,0.8097297297297297,4.0,4.0,0.0,4.0,86,victory,1,0,,0,44,40,0:0|0:1|1:1|1:3|2:1|2:3|2:4|3:1|3:2|3:3|3:4|4:0|4:1|4:2|4:3|4:4|5:0|5:1|5:2|5:3|5:4|5:5|6:0|6:1|6:2|6:3|6:4|6:5|7:0|7:1|7:4|7:5|7:6|7:7|8:0|8:1|8:5|8:6|8:7|8:8,869
194,1922,0.8087387387387388,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,63,46,0:0|0:1|0:2|0:3|0:4|0:5|1:1|1:3|1:4|1:5|1:6|1:7|1:8|2:3|2:4|2:5|2:6|2:7|2:8|3:3|3:4|3:5|3:6|3:7|3:8|4:3|4:4|4:5|4:6|4:7|4:8|5:3|5:4|5:5|5:6|5:8|5:9|6:2|6:3|6:4|6:5|6:6|6:8|6:9|7:3|7:6,869
195,1923,0.8077477477477477,4.0,4.0,0.0,4.0,93,victory,1,0,,0,48,36,0:0|0:1|0:2|0:3|0:4|1:3|1:4|2:1|2:3|2:4|2:5|3:0|3:1|3:2|3:3|3:4|4:2|4:3|4:4|5:3|6:2|6:3|6:4|6:6|7:3|7:6|8:2|8:3|8:6|8:7|8:8|9:2|9:3|9:4|9:5|9:6,869
196,1924,0.8067567567567567,4.0,4.0,0.0,4.0,128,victory,1,0,,0,51,45,0:0|0:1|0:2|0:3|1:0|1:3|1:4|2:0|2:1|2:3|2:4|3:0|3:1|3:2|3:3|3:4|4:3|4:4|5:2|5:3|5:4|6:2|6:3|6:4|6:5|6:6|7:1|7:2|7:3|7:4|7:5|7:6|7:7|8:1|8:2|8:3|8:4|8:5|8:6|8:7|8:8|9:4|9:5|9:6|9:7,869
197,1925,0.8057657657657658,4.0,4.0,0.0,4.0,168,victory,1,0,,0,60,54,0:0|0:1|0:2|0:3|0:4|0:5|0:6|0:7|1:3|1:4|1:5|1:6|1:7|2:3|2:4|2:5|2:6|2:7|2:8|2:9|3:2|3:3|3:4|3:5|3:6|3:7|3:8|3:9|4:2|4:3|4:4|4:5|4:7|4:8|4:9|5:2|6:2|6:3|6:4|7:2|7:3|7:4|8:3|8:4|8:5|8:6|8:7|8:8|9:3|9:4|9:5|9:6|9:7|9:8,869
198,1926,0.8047747747747748,4.0,4.0,0.0,4.0,162,victory,1,0,,0,73,55,0:0|1:0|1:1|1:4|1:5|2:0|2:1|2:3|2:4|2:5|2:6|3:0|3:1|3:2|3:3|3:4|3:5|3:6|4:0|4:1|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:2|5:3|5:4|5:5|5:6|6:0|6:1|6:2|6:3|6:4|6:5|6:6|7:1|7:2|7:3|7:6|7:7|8:1|8:2|8:3|8:4|8:5|8:6|8:7|8:8|9:1|9:2|9:3,869
199,1927,0.8037837837837838,4.0,4.0,0.0,4.0,87,victory,1,0,,0,44,40,0:0|0:1|0:2|0:3|0:4|1:4|2:4|3:0|3:1|3:4|4:0|4:1|4:2|4:3|4:4|5:1|5:2|5:3|5:4|6:0|6:1|6:2|6:3|6:4|7:4|7:5|7:6|7:7|8:2|8:3|8:4|8:5|8:6|8:7|8:8|9:1|9:2|9:3|9:4|9:5,869
200,1928,0.8027927927927928,4.0,4.0,0.0,4.0,138,victory,1,0,,0,50,35,0:0|0:1|0:2|0:3|0:4|1:0|1:1|1:4|2:4|3:3|3:4|3:5|4:2|4:3|4:4|4:5|5:2|5:3|5:4|5:5|5:6|6:2|6:3|6:4|6:5|6:6|7:3|7:4|7:5|7:6|8:4|8:5|8:6|8:7|8:8,869
201,1929,0.8018018018018018,4.0,4.0,0.0,4.0,112,victory,1,0,,0,58,38,0:0|1:0|1:1|2:0|2:1|2:4|2:5|2:6|3:0|3:1|3:2|3:3|3:4|3:5|4:0|4:1|4:2|4:3|4:4|4:5|4:6|4:7|5:0|5:1|5:2|5:3|5:4|5:5|5:6|6:1|6:2|6:3|6:5|6:6|7:6|7:7|7:8|8:8,869
202,1930,0.8008108108108108,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,80,59,0:0|0:1|0:3|0:4|0:5|1:0|1:1|1:3|1:4|1:5|2:0|2:1|2:3|2:4|2:5|2:6|3:0|3:1|3:2|3:3|3:4|3:5|3:6|4:1|4:2|4:3|4:4|4:5|4:6|5:1|5:2|5:3|5:4|5:5|5:6|6:2|6:3|6:4|6:5|6:6|7:1|7:2|7:3|7:4|7:5|7:6|7:7|8:0|8:1|8:2|8:5|8:6|8:7|9:0|9:1|9:2|9:6|9:7|9:8,869
203,1931,0.7998198198198199,4.0,4.0,0.0,4.0,130,victory,1,0,,0,53,49,0:0|0:1|0:2|0:3|0:4|0:5|0:6|0:7|0:8|1:3|1:4|1:5|1:6|1:7|1:8|1:9|2:3|2:4|2:5|2:6|2:7|2:8|3:4|3:6|3:7|4:4|4:5|5:4|5:5|5:6|6:2|6:3|6:4|6:5|6:8|6:9|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:6|8:7|8:8|9:7|9:8,869
204,1932,0.7988288288288288,4.0,4.0,0.0,4.0,60,victory,1,0,,0,40,32,0:0|0:1|0:2|0:3|1:0|1:3|1:4|2:3|2:4|3:3|3:4|4:3|4:4|5:3|5:4|6:2|6:3|6:4|6:5|7:3|7:4|7:5|7:6|8:4|8:5|8:6|8:7|8:8|9:4|9:5|9:6|9:7,869
205,1933,0.7978378378378378,4.0,4.0,0.0,4.0,78,victory,1,0,,0,44,35,0:0|0:1|1:0|1:3|1:4|1:5|2:0|2:1|2:3|2:4|2:5|3:1|3:2|3:3|3:4|3:5|4:1|4:2|4:3|4:4|5:1|5:2|5:3|5:4|6:2|6:3|6:4|7:4|8:4|8:5|8:6|8:7|8:8|9:5|9:6,869
206,1934,0.7968468468468468,4.0,4.0,0.0,4.0,90,victory,1,0,,0,47,40,0:0|0:1|0:4|0:5|1:1|1:3|1:4|1:5|2:1|2:3|2:4|2:5|3:1|3:2|3:3|3:4|3:5|4:1|4:2|4:3|4:4|4:5|5:2|5:3|6:2|6:3|6:4|7:4|7:5|7:6|7:7|8:4|8:5|8:6|8:7|8:8|9:4|9:5|9:6|9:7,869
207,1935,0.7958558558558558,4.0,4.0,0.0,4.0,63,victory,1,0,,0,38,36,0:0|0:1|0:2|0:3|1:0|1:1|1:3|1:4|2:3|2:4|2:5|3:2|3:3|4:3|4:4|5:1|5:2|5:3|5:4|6:1|6:2|6:3|6:4|7:2|7:3|7:4|7:5|7:6|8:3|8:4|8:5|8:6|8:7|8:8|9:6|9:7,869
208,1936,0.7948648648648649,4.0,4.0,0.0,4.0,187,victory,1,0,,0,91,61,0:0|0:1|0:5|0:8|1:0|1:1|1:5|1:6|1:7|1:8|1:9|2:0|2:1|2:4|2:5|2:6|2:7|2:8|2:9|3:0|3:1|3:2|3:3|3:4|3:5|3:6|3:7|3:8|3:9|4:0|4:1|4:2|4:3|4:4|4:5|4:6|4:7|4:8|4:9|5:1|5:2|5:3|5:4|5:8|6:1|6:2|6:3|6:4|6:8|6:9|7:1|7:2|7:3|7:4|7:8|7:9|8:2|8:3|8:4|8:8|9:3,869
209,1937,0.7938738738738739,4.0,4.0,0.0,4.0,73,victory,1,0,,0,36,33,0:0|0:1|0:2|0:3|0:4|0:5|1:3|1:4|2:3|2:4|3:3|3:4|3:5|4:3|4:4|4:5|5:3|6:2|6:3|6:4|7:2|7:3|7:4|8:3|8:4|8:6|8:7|8:8|9:3|9:4|9:5|9:6|9:7,869
210,1938,0.7928828828828829,4.0,4.0,0.0,4.0,107,victory,1,0,,0,39,36,0:0|0:1|0:2|0:3|0:4|0:5|1:0|1:1|1:3|1:4|2:0|2:1|2:3|2:4|2:5|3:3|4:2|4:3|4:4|5:1|5:2|5:3|6:0|6:1|6:2|7:0|7:1|7:2|7:3|7:7|8:3|8:4|8:5|8:6|8:7|8:8,869
211,1939,0.7918918918918919,4.0,4.0,0.0,4.0,100,victory,1,0,,0,44,42,0:0|0:1|0:2|0:3|0:4|0:5|0:6|1:3|1:4|1:5|1:6|2:3|2:4|3:4|3:5|4:4|5:0|5:1|5:4|6:0|6:1|6:2|6:3|6:4|7:0|7:3|7:6|7:7|8:0|8:1|8:5|8:6|8:7|8:8|9:0|9:1|9:2|9:3|9:4|9:5|9:6|9:7,869
212,1940,0.7909009009009009,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,87,64,0:0|0:1|0:2|0:3|0:5|0:6|0:7|0:8|0:9|1:0|1:3|1:4|1:5|1:6|1:7|1:8|1:9|2:3|2:4|2:5|2:7|2:8|2:9|3:1|3:2|3:3|3:4|3:5|3:6|3:7|4:2|4:3|4:4|4:5|4:6|4:7|5:2|5:3|5:4|5:5|5:6|6:0|6:1|6:2|6:3|6:4|6:5|7:0|7:1|7:2|7:4|7:5|8:0|8:2|8:3|8:4|8:5|8:6|9:0|9:1|9:2|9:3|9:4|9:5,869
213,1941,0.78990990990991,4.0,4.0,0.0,4.0,164,victory,1,0,,0,77,65,0:0|0:1|0:2|0:3|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:1|1:3|1:4|1:5|1:6|1:7|1:8|1:9|2:3|2:4|2:5|2:6|2:7|2:8|2:9|3:3|3:4|3:5|3:6|3:9|4:3|4:4|4:5|4:6|4:7|5:1|5:2|5:3|5:4|5:5|5:6|6:1|6:2|6:3|6:5|7:0|7:1|7:2|7:3|8:0|8:1|8:2|8:3|8:4|8:7|8:8|9:0|9:1|9:2|9:3|9:4|9:5|9:6|9:7,869
214,1942,0.788918918918919,4.0,4.0,0.0,4.0,175,victory,1,0,,0,63,47,0:0|0:1|0:2|0:3|1:3|1:4|2:3|2:4|3:0|3:1|3:2|3:3|3:4|4:0|4:1|4:2|4:3|4:4|4:5|5:0|5:1|5:2|5:3|5:4|5:5|5:6|6:2|6:3|6:4|6:5|6:6|7:2|7:3|7:4|7:5|7:6|8:2|8:3|8:4|8:5|8:6|8:7|8:8|9:3|9:4|9:5|9:6,869
215,1943,0.7879279279279279,4.0,4.0,0.0,4.0,108,victory,1,0,,0,61,46,0:0|0:1|1:0|1:1|2:0|2:1|2:3|2:4|2:5|3:1|3:2|3:3|3:4|3:5|4:0|4:1|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:2|5:3|5:4|5:5|5:6|6:0|6:1|6:2|6:3|6:4|6:5|6:6|7:0|7:1|7:2|7:3|7:4|7:5|7:6|7:7|8:6|8:7|8:8,869
216,1944,0.7869369369369369,4.0,4.0,0.0,4.0,135,victory,1,0,,0,59,46,0:0|0:1|0:2|0:3|0:4|0:6|0:7|0:8|0:9|1:3|1:4|1:5|1:6|1:7|1:8|1:9|2:3|2:4|3:3|3:4|4:3|4:4|4:5|5:3|5:4|5:5|5:6|6:2|6:3|6:4|6:5|6:6|7:3|7:4|7:5|7:6|8:2|8:3|8:4|8:5|8:6|8:7|8:8|9:5|9:6|9:7,869
217,1945,0.7859459459459459,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,72,64,0:0|0:1|0:2|0:3|0:5|1:0|1:1|1:3|1:4|1:5|1:6|2:1|2:4|2:5|2:6|2:7|2:8|2:9|3:0|3:1|3:3|3:4|3:5|3:6|3:7|3:8|3:9|4:0|4:1|4:2|4:3|4:4|4:5|4:6|4:7|4:9|5:0|5:1|5:2|5:3|5:8|5:9|6:0|6:1|6:2|6:3|6:8|6:9|7:0|7:1|7:2|7:3|7:4|7:8|7:9|8:1|8:2|8:3|8:8|8:9|9:1|9:2|9:3|9:8,869
218,1946,0.7849549549549549,4.0,4.0,0.0,4.0,69,victory,1,0,,0,31,27,0:0|0:1|0:2|0:3|1:1|1:3|2:3|2:4|3:1|3:2|3:3|3:4|4:2|4:3|4:4|5:2|5:3|6:2|6:3|6:4|7:3|7:4|8:4|8:5|8:6|8:7|8:8,869
219,1947,0.783963963963964,4.0,4.0,0.0,4.0,158,victory,1,0,,0,52,48,0:0|0:1|0:2|0:3|0:4|0:5|1:1|1:3|1:4|1:5|2:3|2:4|2:5|2:6|3:3|3:4|3:5|3:6|4:3|4:4|4:5|5:0|5:3|5:4|5:5|6:0|6:1|6:2|6:3|6:4|6:6|7:3|7:4|7:5|7:6|7:7|8:2|8:3|8:4|8:5|8:6|8:7|8:8|9:4|9:5|9:6|9:7|9:8,869
220,1948,0.782972972972973,4.0,4.0,0.0,4.0,67,victory,1,0,,0,45,38,0:0|0:1|0:2|0:3|1:0|1:3|2:3|2:4|2:5|2:6|2:7|2:8|3:3|3:4|3:5|3:8|3:9|4:1|4:2|4:3|4:4|4:5|4:8|5:0|5:1|5:2|5:3|5:4|5:5|5:8|5:9|6:0|6:1|6:2|6:8|6:9|7:8|8:8,869
221,1949,0.781981981981982,4.0,4.0,0.0,4.0,63,victory,1,0,,0,35,33,0:0|0:1|0:2|0:3|0:4|1:0|1:3|1:4|1:5|2:4|2:5|3:4|4:2|4:3|4:4|5:2|5:3|5:4|6:2|6:4|7:3|7:4|7:6|7:7|8:4|8:5|8:6|8:7|8:8|9:4|9:5|9:6|9:7,869
222,1950,0.780990990990991,4.0,4.0,0.0,4.0,88,victory,1,0,,0,44,40,0:0|0:1|0:2|0:3|0:4|1:1|1:3|1:4|2:1|2:3|2:4|3:0|3:1|3:4|4:4|4:5|5:2|5:3|5:4|5:5|5:6|6:2|6:3|6:4|6:5|6:6|7:2|7:3|7:4|7:5|8:3|8:4|8:5|8:6|8:7|8:8|9:3|9:4|9:7|9:8,869
223,1951,0.78,4.0,4.0,0.0,4.0,82,victory,1,0,,0,46,42,0:0|0:1|1:0|1:1|2:0|2:1|2:4|2:5|3:0|3:1|3:2|3:3|3:4|3:5|4:0|4:1|4:2|4:3|4:4|4:5|5:1|5:2|5:5|5:6|6:0|6:1|6:2|6:4|6:6|7:4|7:5|7:6|7:7|7:8|8:2|8:3|8:4|8:5|8:6|8:7|8:8|9:6,869
224,1952,0.779009009009009,4.0,4.0,0.0,4.0,97,victory,1,0,,0,45,39,0:0|0:1|0:2|0:3|1:1|1:3|1:4|2:1|2:4|3:4|3:5|3:6|4:4|4:5|4:6|4:7|4:8|5:4|5:5|5:6|6:2|6:3|6:4|6:5|6:6|7:2|7:3|7:4|7:5|7:6|7:7|8:2|8:3|8:4|8:5|8:7|8:8|9:7|9:8,869
225,1953,0.7780180180180181,4.0,4.0,0.0,4.0,152,victory,1,0,,0,63,50,0:0|0:1|0:2|0:3|0:4|0:5|0:6|1:0|1:4|1:5|1:6|1:8|1:9|2:0|2:4|2:5|2:6|2:7|2:8|2:9|3:3|3:4|3:5|3:6|3:7|3:8|3:9|4:3|4:4|4:7|4:8|4:9|5:3|5:4|5:8|5:9|6:2|6:3|6:4|6:6|6:8|7:6|7:7|7:8|7:9|8:7|8:8|8:9|9:6|9:7,869
226,1954,0.777027027027027,4.0,4.0,0.0,4.0,67,victory,1,0,,0,41,37,0:0|0:1|0:2|0:3|0:4|1:3|2:3|2:4|3:4|4:1|4:2|4:3|4:4|4:5|4:6|5:1|5:2|5:3|5:4|5:5|5:6|6:1|6:2|6:3|6:4|6:5|6:6|7:4|7:5|7:6|8:5|8:6|8:7|8:8|9:5|9:6|9:7,869
227,1955,0.776036036036036,4.0,4.0,0.0,4.0,112,victory,1,0,,0,52,47,0:0|0:1|1:0|1:1|2:0|2:1|2:3|2:4|3:0|3:1|3:3|3:4|3:5|3:6|3:7|4:0|4:1|4:2|4:3|4:4|4:5|4:6|4:7|5:0|5:2|5:3|5:4|5:5|5:6|6:0|6:1|6:2|6:6|7:0|7:1|7:5|7:6|7:7|7:8|8:0|8:1|8:5|8:6|8:7|8:8|9:5|9:6,869
228,1956,0.775045045045045,4.0,4.0,0.0,4.0,137,victory,1,0,,0,65,45,0:0|0:1|0:2|0:3|0:4|0:5|1:0|1:3|1:4|1:5|1:6|2:0|2:3|2:4|2:5|3:2|3:3|3:4|3:5|4:2|4:3|4:4|4:5|4:6|5:2|5:3|5:4|5:5|5:6|6:2|6:3|6:4|6:5|6:6|7:2|7:3|7:4|7:5|7:6|7:7|8:4|8:5|8:7|8:8|9:4,869
229,1957,0.774054054054054,4.0,4.0,0.0,4.0,113,victory,1,0,,0,66,45,0:0|0:1|0:2|0:3|0:4|0:5|1:0|1:3|1:4|1:5|1:6|1:7|2:0|2:3|2:4|2:5|2:6|2:7|3:1|3:2|3:3|3:4|3:5|3:6|4:1|4:2|4:3|4:4|4:6|5:1|5:2|5:3|5:4|6:2|6:4|7:4|7:5|7:7|7:8|8:5|8:6|8:7|8:8|9:5|9:7,869
230,1958,0.773063063063063,4.0,4.0,0.0,4.0,151,victory,1,0,,0,57,36,0:0|0:1|0:2|1:0|1:1|1:4|2:0|2:1|2:3|2:4|2:5|3:1|3:2|3:3|3:4|3:5|4:2|4:3|4:4|4:5|5:3|5:4|5:5|6:2|6:3|6:4|6:5|6:6|7:2|7:3|7:6|7:7|8:2|8:3|8:7|8:8,869
231,1959,0.7720720720720721,3.0,3.0,0.0,3.0,200,truncated,0,0,,1,64,57,0:0|0:1|0:2|0:3|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:1|1:3|1:5|1:6|1:7|1:8|1:9|2:0|2:4|2:5|2:6|2:7|2:8|2:9|3:0|3:1|3:3|3:4|3:5|3:6|3:7|3:8|3:9|4:3|4:4|4:9|5:3|5:4|5:5|5:6|5:8|5:9|6:3|6:4|6:5|6:6|6:8|6:9|7:3|7:4|7:6|7:7|7:8|7:9|8:7|8:8,882
232,1960,0.7710810810810811,2.0,2.0,0.0,2.0,200,truncated,0,0,,1,78,69,0:0|0:1|0:2|0:3|0:4|0:8|1:0|1:3|1:4|1:5|1:6|1:7|1:8|2:3|2:4|2:8|3:3|3:4|3:7|3:8|4:1|4:2|4:3|4:4|4:5|4:7|4:8|4:9|5:2|5:3|5:5|5:8|5:9|6:1|6:2|6:5|6:6|6:8|6:9|7:0|7:1|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:0|8:1|8:2|8:3|8:4|8:5|8:6|8:7|8:8|8:9|9:0|9:1|9:2|9:3|9:4|9:5|9:6|9:7|9:8|9:9,883
233,1961,0.7700900900900901,4.0,4.0,0.0,4.0,169,victory,1,0,,0,73,63,0:0|0:1|0:2|0:3|0:7|1:3|1:7|1:8|2:0|2:1|2:3|2:4|2:5|2:6|2:7|2:8|2:9|3:0|3:1|3:2|3:3|3:4|3:7|3:8|3:9|4:0|4:1|4:3|4:4|4:5|4:6|4:7|4:8|4:9|5:0|5:1|5:2|5:3|5:4|5:5|5:6|5:8|6:0|6:2|6:3|6:4|6:5|6:6|6:8|7:0|7:1|7:3|7:4|7:5|7:6|7:8|8:1|8:2|8:3|8:4|8:5|8:6|8:8,883
234,1962,0.7690990990990991,4.0,4.0,0.0,4.0,111,victory,1,0,,0,42,41,0:0|0:1|0:2|0:3|1:0|1:1|1:3|1:4|2:3|2:4|3:4|4:4|5:3|5:4|5:5|5:9|6:1|6:2|6:3|6:4|6:6|6:8|6:9|7:3|7:4|7:6|7:7|7:8|7:9|8:1|8:2|8:3|8:4|8:5|8:6|8:7|8:8|9:2|9:3|9:4|9:6,883
235,1963,0.7681081081081081,4.0,4.0,0.0,4.0,69,victory,1,0,,0,32,31,0:0|0:1|0:2|0:3|1:1|1:3|2:3|2:4|3:4|4:4|5:3|5:4|6:1|6:2|6:3|7:1|7:2|7:3|7:4|7:5|7:6|7:7|8:4|8:5|8:6|8:7|8:8|9:4|9:5|9:6|9:7,883
236,1964,0.7671171171171172,4.0,4.0,0.0,4.0,86,victory,1,0,,0,44,35,0:0|0:1|0:2|0:3|0:4|1:0|1:1|1:4|2:3|2:4|3:3|3:4|3:5|4:2|4:3|4:4|4:5|5:1|5:2|5:3|5:4|5:5|6:2|6:3|6:4|6:6|7:3|7:4|7:6|7:7|7:8|8:4|8:5|8:6|8:8,883
237,1965,0.7661261261261261,4.0,4.0,0.0,4.0,156,victory,1,0,,0,66,52,0:0|0:1|1:0|1:1|2:1|2:3|2:4|2:5|3:0|3:1|3:2|3:3|3:4|3:5|4:0|4:1|4:2|4:3|4:4|4:5|5:0|5:1|5:2|5:3|5:4|6:0|6:1|6:2|6:3|6:4|6:5|7:0|7:1|7:2|7:4|7:5|7:6|8:0|8:2|8:3|8:4|8:5|8:6|8:7|8:8|9:0|9:1|9:2|9:3|9:4|9:5|9:6,883
238,1966,0.7651351351351351,4.0,4.0,0.0,4.0,135,victory,1,0,,0,44,41,0:0|0:1|0:2|0:3|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:3|1:4|1:5|1:6|1:7|1:8|1:9|2:0|2:3|2:4|2:5|2:7|2:8|2:9|3:4|3:5|4:3|4:4|5:3|5:4|6:2|6:3|6:4|7:4|7:5|7:6|7:7|8:4|8:7|8:8,883
239,1967,0.7641441441441441,4.0,4.0,0.0,4.0,97,victory,1,0,,0,46,40,0:0|0:1|0:2|0:3|1:3|2:3|2:4|3:3|3:4|3:5|3:6|4:2|4:3|4:4|4:5|4:6|5:1|5:2|5:3|6:0|6:1|6:2|7:0|7:1|7:2|8:0|8:1|8:2|8:3|8:4|8:5|8:6|8:7|8:8|9:0|9:1|9:2|9:4|9:5|9:6,883
240,1968,0.7631531531531531,4.0,4.0,0.0,4.0,82,victory,1,0,,0,40,37,0:0|0:1|0:2|0:3|0:4|1:0|1:3|1:4|2:4|3:2|3:3|3:4|4:2|4:3|4:4|5:2|5:3|5:4|6:2|6:3|6:4|6:5|6:6|7:2|7:3|7:4|7:5|7:6|7:7|7:8|8:3|8:4|8:5|8:8|9:3|9:4|9:5,883
241,1969,0.7621621621621621,4.0,4.0,0.0,4.0,88,victory,1,0,,0,51,40,0:0|0:1|0:2|0:3|0:4|0:5|1:3|1:4|1:5|2:3|2:4|2:5|2:6|3:3|3:4|3:6|3:7|4:2|4:3|4:4|4:5|4:6|4:7|5:2|5:3|5:4|6:2|6:3|6:4|7:2|7:3|7:4|8:2|8:3|8:4|8:5|8:6|8:7|8:8|9:3,883
242,1970,0.7611711711711712,4.0,4.0,0.0,4.0,100,victory,1,0,,0,49,46,0:0|0:1|0:2|0:3|0:4|1:3|1:4|1:5|1:6|2:3|2:4|2:5|3:3|3:4|3:5|4:4|4:5|5:3|5:4|5:5|5:6|6:1|6:2|6:3|6:4|6:5|6:6|7:1|7:2|7:3|7:4|7:5|7:6|7:7|7:8|8:2|8:3|8:4|8:5|8:6|8:7|8:8|9:2|9:3|9:6|9:7,883
243,1971,0.7601801801801802,4.0,4.0,0.0,4.0,99,victory,1,0,,0,40,39,0:0|0:1|0:2|0:3|0:4|0:5|1:3|1:4|1:5|2:3|2:4|3:4|3:6|4:4|4:5|4:6|5:4|5:5|5:6|6:2|6:3|6:4|6:5|6:6|7:2|7:3|7:4|7:5|7:6|7:7|8:4|8:5|8:6|8:7|8:8|9:4|9:5|9:6|9:7,883
244,1972,0.7591891891891892,4.0,4.0,0.0,4.0,105,victory,1,0,,0,44,35,0:0|0:1|0:2|0:3|1:3|2:0|2:1|2:3|2:4|3:0|3:1|3:2|3:3|3:4|4:0|4:1|4:2|4:4|5:1|5:2|5:3|5:4|6:1|6:2|6:4|7:4|8:4|8:5|8:6|8:7|8:8|9:3|9:4|9:5|9:6,883
245,1973,0.7581981981981982,4.0,4.0,0.0,4.0,93,victory,1,0,,0,50,39,0:0|0:1|1:0|1:1|2:0|2:1|2:4|2:5|3:0|3:1|3:3|3:4|3:5|4:0|4:2|4:3|4:4|4:5|5:0|5:1|5:2|5:3|5:4|5:5|5:6|6:1|6:2|6:3|6:4|7:1|7:2|7:3|7:4|7:5|7:6|8:3|8:6|8:7|8:8,883
246,1974,0.7572072072072072,4.0,4.0,0.0,4.0,89,victory,1,0,,0,48,42,0:0|0:1|0:2|0:3|1:0|1:1|1:3|2:3|2:4|3:2|3:3|3:4|3:5|4:2|4:3|4:4|4:5|5:0|5:1|5:2|5:3|5:4|6:0|6:1|6:2|6:3|6:4|7:0|7:1|7:2|7:3|7:4|8:0|8:1|8:4|8:5|8:6|8:7|8:8|9:0|9:1|9:6,883
247,1975,0.7562162162162163,4.0,4.0,0.0,4.0,109,victory,1,0,,0,58,54,0:0|0:1|0:3|0:4|0:5|0:6|0:7|1:1|1:3|1:4|1:5|1:6|1:7|2:1|2:3|2:4|2:5|2:6|2:7|3:1|3:2|3:3|3:4|3:5|4:0|4:1|4:2|4:3|4:4|5:0|5:2|5:3|5:4|6:0|6:1|6:2|6:4|6:5|6:6|7:2|7:4|7:5|7:6|7:7|8:4|8:5|8:6|8:7|8:8|9:2|9:3|9:4|9:5|9:6,883
