episode,seed,epsilon,episode_reward,extrinsic_reward,intrinsic_reward,learning_reward,steps,status,victory,death,death_cause,truncated,unique_states,unique_positions,visited_positions,q_table_states
1,6111,1.0,0.0,0.0,0.0,0.0,80,death,0,1,monster,0,30,29,0:0|0:1|0:2|1:0|2:0|3:0|3:1|3:2|4:2|4:3|4:4|4:5|4:6|4:7|4:8|5:6|5:8|6:6|6:7|6:8|7:5|7:6|8:4|8:5|9:1|9:2|9:3|9:4|9:5,29
2,6112,0.9999507475373769,0.0,0.0,0.0,0.0,104,death,0,1,monster,0,24,21,0:0|0:1|0:2|1:0|1:2|2:0|2:2|3:0|3:1|3:2|3:4|3:5|4:2|4:3|4:4|4:5|4:6|5:6|6:6|6:7|7:6,36
3,6113,0.9999014950747538,1.0,1.0,0.0,1.0,350,truncated,0,0,,1,48,45,0:0|0:1|0:2|0:4|0:5|0:6|1:0|1:2|1:4|1:6|2:0|2:2|2:3|2:4|2:6|3:0|3:1|3:2|3:4|3:5|3:6|4:2|4:3|4:4|4:5|5:0|5:1|5:2|5:4|6:0|6:1|6:2|6:3|6:4|7:0|7:3|8:0|8:1|8:2|8:3|8:4|9:0|9:1|9:2|9:3,68
4,6114,0.9998522426121306,1.0,1.0,0.0,1.0,59,death,0,1,monster,0,20,15,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:0,76
5,6115,0.9998029901495075,0.0,0.0,0.0,0.0,150,death,0,1,monster,0,20,20,0:0|0:1|0:2|1:0|1:2|1:4|2:0|2:2|2:3|2:4|3:0|3:1|3:2|3:4|3:6|4:2|4:4|4:5|4:6|5:2,77
6,6116,0.9997537376868844,0.0,0.0,0.0,0.0,43,death,0,1,monster,0,14,9,0:0|0:1|1:0|2:0|2:2|2:3|3:0|3:1|3:2,82
7,6117,0.9997044852242613,3.0,3.0,0.0,3.0,254,victory,1,0,,0,60,47,0:0|0:1|0:7|0:8|0:9|1:0|1:7|1:8|1:9|2:0|2:6|2:8|2:9|3:0|3:1|3:2|3:4|3:5|3:6|3:8|3:9|4:2|4:4|4:5|4:6|4:7|4:8|4:9|5:0|5:1|5:2|5:4|5:6|5:8|5:9|6:0|6:1|6:2|6:3|6:4|6:6|6:7|6:8|6:9|7:6|7:8|8:8,123
8,6118,0.999655232761638,0.0,0.0,0.0,0.0,47,death,0,1,monster,0,13,8,0:0|0:1|0:2|1:0|1:2|2:2|3:1|3:2,126
9,6119,0.9996059802990149,0.0,0.0,0.0,0.0,87,death,0,1,monster,0,21,13,0:0|0:1|0:2|0:4|0:5|0:6|1:0|1:2|1:4|2:2|2:3|2:4|3:4,132
10,6120,0.9995567278363918,1.0,1.0,0.0,1.0,114,death,0,1,monster,0,41,22,0:0|0:1|0:2|1:0|1:2|2:2|2:3|2:4|3:0|3:1|3:2|4:2|4:3|4:4|5:0|5:1|5:2|6:0|6:1|6:2|6:3|6:4,150
11,6121,0.9995074753737687,1.0,1.0,0.0,1.0,72,death,0,1,monster,0,27,20,0:0|0:1|0:2|1:2|2:2|3:2|4:2|4:3|4:4|5:1|5:2|6:0|6:1|7:0|8:0|8:1|8:2|9:0|9:1|9:2,154
12,6122,0.9994582229111456,1.0,1.0,0.0,1.0,350,truncated,0,0,,1,62,35,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:6|1:7|1:8|1:9|2:0|2:2|2:3|2:4|2:6|3:0|3:1|3:2|3:4|3:5|3:6|4:2|4:3|4:4|4:5|4:6|4:7|5:4|5:6,193
13,6123,0.9994089704485224,1.0,1.0,0.0,1.0,265,death,0,1,monster,0,53,32,0:0|0:1|0:2|1:2|1:4|2:2|2:3|2:4|3:1|3:2|4:2|4:3|4:4|5:0|5:1|5:2|5:4|6:0|6:1|6:2|6:3|6:4|7:0|7:3|8:0|8:1|8:3|9:0|9:1|9:2|9:3|9:4,209
14,6124,0.9993597179858993,0.0,0.0,0.0,0.0,25,death,0,1,monster,0,9,9,0:0|0:1|0:2|1:2|2:2|2:3|2:4|3:1|3:2,210
15,6125,0.9993104655232762,1.0,1.0,0.0,1.0,192,death,0,1,monster,0,39,31,0:0|0:1|0:2|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:6|1:7|1:8|1:9|2:0|2:2|2:3|2:4|2:6|2:9|3:4|3:5|3:6|3:8|3:9|4:4|4:5|4:6|4:7|4:8|4:9,217
16,6126,0.9992612130606531,0.0,0.0,0.0,0.0,105,death,0,1,monster,0,27,23,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|2:4|3:0|3:1|3:2|3:4|3:5|3:6|4:2|4:3|4:4|4:5|4:6|5:2|5:4|6:4,222
17,6127,0.9992119605980299,0.0,0.0,0.0,0.0,72,death,0,1,monster,0,9,8,0:0|0:1|1:0|2:0|3:0|3:1|3:2|4:2,222
18,6128,0.9991627081354068,1.0,1.0,0.0,1.0,244,death,0,1,monster,0,46,44,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|2:4|3:0|3:1|3:2|3:4|4:2|4:4|5:0|5:1|5:2|5:4|6:0|6:1|6:2|6:3|6:4|6:6|6:7|6:8|7:0|7:3|7:5|7:6|8:0|8:1|8:2|8:3|8:4|8:5|9:0|9:1|9:2|9:3|9:4|9:5|9:6,229
19,6129,0.9991134556727836,2.0,2.0,0.0,2.0,350,truncated,0,0,,1,84,55,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:6|1:7|1:8|1:9|2:0|2:2|2:3|2:4|2:6|2:8|2:9|3:0|3:1|3:2|3:4|3:5|3:6|3:8|3:9|4:2|4:3|4:4|4:5|4:6|4:7|4:9|5:0|5:1|5:2|5:4|6:0|6:1|6:2|6:3|6:4|7:0|7:3|8:0|8:1|8:2|8:3|9:0|9:2|9:3,266
20,6130,0.9990642032101605,0.0,0.0,0.0,0.0,135,death,0,1,monster,0,19,19,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|3:0|3:1|3:2|3:8|4:2|4:3|4:4|4:5|4:6|4:7|4:8,268
21,6131,0.9990149507475373,0.0,0.0,0.0,0.0,97,death,0,1,monster,0,11,11,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|2:4|3:2|4:2,268
22,6132,0.9989656982849142,1.0,1.0,0.0,1.0,350,truncated,0,0,,1,65,39,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|2:4|3:0|3:1|3:2|4:2|4:3|4:4|4:5|5:0|5:1|5:2|5:4|6:0|6:1|6:2|6:3|6:4|7:0|7:3|8:0|8:1|8:2|8:3|8:4|8:5|9:0|9:1|9:2|9:3|9:4|9:5,285
23,6133,0.9989164458222911,1.0,1.0,0.0,1.0,42,death,0,1,monster,0,23,16,0:0|0:1|0:2|1:2|2:2|3:1|3:2|4:2|4:3|4:4|5:2|5:4|6:0|6:1|6:2|7:0,288
24,6134,0.998867193359668,2.0,2.0,0.0,2.0,350,truncated,0,0,,1,65,49,0:0|0:1|0:2|0:4|0:5|1:2|1:4|2:2|2:3|2:4|3:4|3:5|3:6|4:2|4:4|4:5|4:6|5:0|5:1|5:2|5:4|6:0|6:1|6:2|6:3|6:4|6:9|7:0|7:3|7:8|7:9|8:0|8:1|8:2|8:3|8:4|8:7|8:8|8:9|9:0|9:1|9:2|9:3|9:4|9:5|9:6|9:7|9:8|9:9,303
25,6135,0.9988179408970449,1.0,1.0,0.0,1.0,350,truncated,0,0,,1,62,45,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|2:4|3:0|3:1|3:2|3:4|3:5|3:6|4:2|4:3|4:4|4:5|4:6|5:1|5:2|5:4|5:6|6:1|6:2|6:3|6:4|6:6|7:3|7:5|7:6|8:2|8:3|8:4|8:5|9:1|9:2|9:3|9:4|9:5|9:6|9:7|9:8|9:9,317
26,6136,0.9987686884344217,2.0,2.0,0.0,2.0,330,death,0,1,monster,0,89,60,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:6|1:7|1:8|1:9|2:0|2:2|2:3|2:4|2:6|2:8|2:9|3:0|3:1|3:2|3:4|3:5|3:6|3:8|3:9|4:2|4:3|4:4|4:5|4:9|5:4|5:9|6:3|6:4|6:6|6:8|6:9|7:3|7:5|7:6|7:8|7:9|8:3|8:4|8:5|8:7|8:8|8:9|9:4|9:5|9:6|9:7|9:8|9:9,369
27,6137,0.9987194359717986,1.0,1.0,0.0,1.0,350,truncated,0,0,,1,62,48,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:6|3:0|3:1|3:2|3:4|3:5|3:6|4:2|4:3|4:4|4:5|4:6|4:7|5:0|5:1|5:2|5:4|5:6|6:0|6:1|6:2|6:3|6:6|6:7|7:0|7:3|7:5|7:6|8:0|8:1|8:2|8:3|8:4|8:5|9:0|9:1|9:2|9:3|9:4|9:5|9:6,377
28,6138,0.9986701835091755,0.0,0.0,0.0,0.0,63,death,0,1,monster,0,16,15,0:0|0:1|0:2|1:0|1:2|1:4|2:2|2:3|2:4|3:0|3:1|3:2|4:2|4:3|5:2,377
29,6139,0.9986209310465524,1.0,1.0,0.0,1.0,216,death,0,1,monster,0,31,24,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:7|1:8|1:9|2:0|2:2|2:3|2:4|2:9|3:0|3:1|3:2|3:4,384
30,6140,0.9985716785839291,0.0,0.0,0.0,0.0,208,death,0,1,monster,0,22,11,0:0|0:1|0:2|1:0|1:2|2:0|2:2|3:0|3:1|3:2|4:2,389
31,6141,0.998522426121306,1.0,1.0,0.0,1.0,283,death,0,1,monster,0,57,41,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|2:4|2:6|3:2|3:4|3:5|3:6|4:2|4:3|4:4|4:5|4:6|5:0|5:1|5:2|5:4|5:6|6:0|6:1|6:2|6:3|6:4|7:0|7:3|8:0|8:1|8:2|8:3|8:4|9:0|9:1|9:2|9:3|9:4,394
32,6142,0.9984731736586829,2.0,2.0,0.0,2.0,274,death,0,1,monster,0,65,54,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:6|1:7|1:8|1:9|2:2|2:3|2:4|2:6|2:8|2:9|3:4|3:5|3:6|3:8|3:9|4:4|4:5|4:6|4:7|4:8|4:9|5:0|5:1|5:2|5:4|5:6|5:8|6:0|6:1|6:2|6:3|6:4|6:6|6:7|6:8|7:0|7:3|8:0|8:1|8:2|9:0|9:2,405
33,6143,0.9984239211960598,1.0,1.0,0.0,1.0,308,death,0,1,monster,0,51,42,0:0|0:1|0:2|0:4|0:5|0:6|0:7|0:8|0:9|1:0|1:2|1:4|1:6|1:7|1:8|1:9|2:0|2:2|2:3|2:4|2:6|3:0|3:1|3:2|3:4|3:5|3:6|4:2|4:3|4:4|4:5|4:6|5:2|5:4|5:6|6:3|6:4|6:6|7:5|7:6|8:4|8:5,410
34,6144,0.9983746687334367,0.0,0.0,0.0,0.0,350,truncated,0,0,,1,29,26,0:0|0:1|0:2|0:4|0:5|1:0|1:2|1:4|2:0|2:2|2:3|2:4|2:6|3:0|3:1|3:2|3:4|3:5|3:6|4:2|4:3|4:4|4:5|4:6|5:4|6:4,412
