episode,seed,epsilon,episode_reward,extrinsic_reward,intrinsic_reward,learning_reward,steps,status,victory,death,death_cause,truncated,unique_states,unique_positions,visited_positions,q_table_states
1,1729,1.0,2.0,2.0,0.0,2.0,250,truncated,0,0,,1,38,27,0:0|0:1|1:0|1:1|2:0|2:1|3:0|3:1|4:0|4:1|4:2|4:3|5:0|5:3|5:4|6:0|6:1|6:2|6:4|7:0|7:2|7:3|7:4|8:0|8:2|8:3|9:0,38
2,1730,0.9996038415366146,1.0,1.0,0.0,1.0,250,truncated,0,0,,1,23,14,0:0|0:1|1:0|1:1|2:0|2:1|3:0|3:1|4:0|4:1|4:2|5:0|6:0|6:1,38
3,1731,0.9992076830732293,2.0,2.0,0.0,2.0,250,truncated,0,0,,1,40,26,0:0|0:1|1:0|1:1|2:0|2:1|3:0|3:1|4:0|4:1|4:2|4:3|5:0|6:0|6:1|6:2|7:2|7:3|7:4|8:2|8:3|8:4|9:1|9:2|9:3|9:4,48
4,1732,0.9988115246098439,2.0,2.0,0.0,2.0,250,truncated,0,0,,1,52,38,0:0|0:1|1:0|1:1|2:0|2:1|2:5|2:6|2:7|3:0|3:1|3:7|4:0|4:1|4:7|5:0|5:7|6:0|6:1|6:2|6:4|6:5|6:6|6:7|6:8|7:0|7:2|7:3|7:4|7:6|8:0|8:2|8:3|8:4|9:0|9:1|9:3|9:4,74
5,1733,0.9984153661464585,4.0,4.0,0.0,4.0,250,truncated,0,0,,1,71,48,0:0|0:1|0:7|0:8|0:9|1:0|1:1|1:7|1:9|2:0|2:1|2:7|2:9|3:0|3:1|3:7|3:9|4:0|4:1|4:2|4:3|4:4|4:6|4:7|4:8|4:9|5:3|5:4|5:7|5:9|6:4|6:5|6:6|6:7|6:8|6:9|7:6|7:9|8:4|8:5|8:6|8:8|8:9|9:5|9:6|9:7|9:8|9:9,123
6,1734,0.9980192076830733,2.0,2.0,0.0,2.0,250,truncated,0,0,,1,43,25,0:0|0:1|1:0|1:1|2:0|2:1|3:0|3:1|4:0|4:1|4:2|4:3|5:0|5:3|5:4|6:0|6:1|6:2|6:4|7:0|7:2|7:3|7:4|8:3|8:4,138
7,1735,0.9976230492196879,1.0,1.0,0.0,1.0,250,truncated,0,0,,1,23,16,0:0|0:1|1:0|1:1|2:0|2:1|3:0|3:1|4:0|4:1|4:2|4:3|5:0|5:3|5:4|6:4,138
8,1736,0.9972268907563026,4.0,4.0,0.0,4.0,250,truncated,0,0,,1,60,49,0:0|0:1|0:6|0:7|1:0|1:1|1:7|2:0|2:1|2:7|3:0|3:1|3:7|4:1|4:2|4:3|4:4|4:7|4:8|4:9|5:4|5:9|6:4|6:5|6:6|6:7|6:8|6:9|7:2|7:3|7:4|7:6|7:9|8:2|8:3|8:4|8:5|8:6|8:8|8:9|9:1|9:2|9:3|9:4|9:5|9:6|9:7|9:8|9:9,187
9,1737,0.9968307322929172,2.0,2.0,0.0,2.0,250,truncated,0,0,,1,43,36,0:0|0:1|1:0|1:1|2:0|2:1|3:0|3:1|4:0|4:1|4:2|4:3|4:4|5:0|5:3|5:4|6:0|6:1|6:2|6:4|6:5|6:6|7:0|7:2|7:3|7:4|7:6|8:2|8:3|8:4|8:5|8:6|9:3|9:4|9:5|9:6,197
10,1738,0.9964345738295318,1.0,1.0,0.0,1.0,250,truncated,0,0,,1,19,11,0:0|0:1|1:0|1:1|2:0|2:1|3:0|3:1|4:0|4:1|5:0,197
11,1739,0.9960384153661465,1.0,1.0,0.0,1.0,250,truncated,0,0,,1,26,18,0:0|0:1|1:0|1:1|2:0|2:1|3:0|3:1|4:0|4:1|4:2|5:0|6:0|7:0|8:0|9:0|9:1|9:2,199
12,1740,0.9956422569027611,1.0,1.0,0.0,1.0,250,truncated,0,0,,1,23,15,0:0|0:1|1:0|1:1|2:0|2:1|3:0|3:1|4:0|4:1|4:2|5:0|6:0|6:1|7:0,199
