#{"t_start": 1788024167.0879977, "env_id": "None"}
r,l,t,phase,player_health
-37.593375,1283,803.046091,1,0.0
5.863374,1800,806.953879,1,58.0
-18.441121,1800,811.235073,2,2.0
-38.231772,1169,813.934721,2,0.0
-45.075748,1274,816.89032,1,0.0
-75.228492,1579,820.551403,1,0.0
-42.205533,707,822.009129,2,0.0
-22.535908,1800,826.297696,2,44.0
9.253813,1635,829.6613,2,0.0
1.086409,1800,833.737758,1,2.0
-55.61588,720,835.539999,2,0.0
-15.978154,1800,839.33055,1,72.0
-40.274817,1240,842.352011,1,0.0
-40.68498,1574,846.134116,1,0.0
-50.59682,1651,850.098169,1,0.0
-52.767346,1800,854.499378,2,16.0
-52.617548,833,856.484003,2,0.0
-18.019265,1800,860.870725,2,72.0
-6.301064,1800,865.728158,2,44.0
-38.137688,1011,867.889552,2,0.0
-20.728319,1800,872.196878,1,16.0
-22.657568,1800,892.929328,2,30.0
-33.939987,1178,895.470788,1,0.0
-53.286489,925,897.507218,2,0.0
-31.681443,925,899.683327,2,0.0
-57.422397,1612,903.415109,2,0.0
-66.351706,1149,906.144956,2,0.0
-24.711254,1625,909.57211,1,0.0
-77.951518,1540,913.360988,2,0.0
-41.672632,814,915.245329,2,0.0
-37.44302,1366,918.372545,1,0.0
2.100922,1800,922.342747,1,16.0
-36.201062,799,923.975002,2,0.0
-59.724296,715,925.839517,2,0.0
-26.216459,1800,930.320756,2,30.0
-65.538318,1526,933.896369,1,0.0
-17.228819,1800,937.73061,1,58.0
-31.10322,998,939.860834,2,0.0
-26.299312,1323,942.477324,2,0.0
-52.867959,665,943.720414,1,0.0
3.568286,1800,947.31351,1,44.0
-38.269742,1097,949.66793,2,0.0
-1.464676,1800,953.386759,1,72.0
-70.197399,1069,955.489526,1,0.0
-32.908147,972,957.666998,2,0.0
31.117643,1800,961.30804,2,44.0
-7.298057,1800,965.830597,1,72.0
21.274777,1800,969.358508,2,44.0
-44.290484,844,971.476522,2,0.0
-15.253513,1800,975.537738,1,44.0
-70.767943,1761,980.254157,2,0.0
-2.216328,1250,982.809294,2,0.0
-41.974007,607,984.130129,2,0.0
13.056119,1800,987.65045,1,2.0
10.867445,1800,992.033684,2,30.0
11.148382,1800,996.043659,1,16.0
-37.870947,635,997.243199,1,0.0
20.573639,1800,1001.298576,2,30.0
-19.734867,1201,1021.828858,2,0.0
-56.241906,1738,1026.074375,2,0.0
-27.899443,1800,1030.196325,2,30.0
-25.26226,959,1032.305411,2,0.0
-46.724933,759,1034.136707,2,0.0
-46.291944,589,1035.623623,2,0.0
-53.12649,806,1037.279183,2,0.0
-41.721573,1141,1039.907137,2,0.0
-43.761721,1318,1043.146708,1,0.0
-44.106494,889,1045.132298,2,0.0
-47.454589,1346,1048.246639,2,0.0
-47.209913,1279,1051.204289,1,0.0
-21.280765,1800,1055.402109,1,30.0
36.704492,1800,1059.094724,2,2.0
-51.254058,530,1060.298729,2,0.0
-39.095718,732,1061.924173,2,0.0
-50.165559,704,1063.506731,2,0.0
-19.015722,1501,1066.67685,2,0.0
6.784412,1800,1070.67111,1,2.0
2.42302,1800,1074.402082,1,58.0
-31.75548,1592,1078.195033,1,0.0
-42.707457,1340,1081.197726,2,0.0
-42.034342,1800,1085.473341,1,16.0
-32.99441,948,1087.541073,2,0.0
-44.285974,822,1089.574471,2,0.0
-28.370194,1348,1092.465194,2,0.0
3.712049,1800,1096.605917,1,30.0
-16.969083,1800,1101.241391,1,16.0
-55.735505,847,1103.218487,2,0.0
3.115826,1800,1106.757546,1,58.0
-43.522682,725,1108.383531,2,0.0
-42.377831,869,1110.409339,2,0.0
-2.697654,1800,1114.04488,1,72.0
-39.649855,945,1116.00028,2,0.0
-49.304922,1076,1118.260359,1,0.0
-38.40499,1180,1121.070493,2,0.0
-37.894987,1207,1123.830729,2,0.0
21.151328,1800,1127.320019,2,30.0
-69.455189,1026,1129.467854,1,0.0
-37.124791,1800,1149.859277,2,58.0
-11.28189,1188,1152.856632,2,0.0
-35.52417,1800,1157.655792,2,2.0
-30.784584,1696,1160.892228,1,0.0
-33.217545,521,1162.008244,2,0.0
-52.734278,847,1163.975465,2,0.0
-47.489549,674,1165.587385,2,0.0
-41.381643,1115,1168.27233,2,0.0
-12.042204,1800,1172.815327,2,16.0
-5.37889,1522,1175.884435,2,0.0
-4.926403,1800,1179.755858,1,16.0
-18.232654,1800,1184.230714,2,2.0
-64.259415,976,1186.603543,2,0.0
-57.555623,776,1188.55474,2,0.0
3.789956,1800,1192.070897,1,2.0
-30.368306,664,1193.586723,2,0.0
-16.020738,1800,1197.985507,2,2.0
13.658829,1800,1201.456893,1,44.0
-41.32983,1471,1204.785325,1,0.0
35.426264,1800,1208.560205,2,16.0
-10.616108,1800,1212.75813,1,2.0
-49.262981,1550,1216.480375,1,0.0
3.282835,1800,1220.567342,2,2.0
-41.170561,1333,1223.544404,2,0.0
-50.519439,1236,1226.447055,2,0.0
-21.918035,1800,1230.533535,1,2.0
-31.939665,1800,1234.75112,1,58.0
-16.095909,1800,1238.988834,1,16.0
-43.082034,1509,1242.471384,2,0.0
-25.472072,1445,1245.511069,1,0.0
-30.055733,1800,1250.053381,2,30.0
-36.093618,1800,1254.577373,2,58.0
-55.041955,952,1256.882653,2,0.0
-61.552949,1069,1259.453891,2,0.0
-29.224956,1800,1263.536241,1,16.0
