#{"t_start": 1788093213.932402, "env_id": "None"}
r,l,t,phase,player_health
64.799249,1800,4.851157,2,44.0
-27.787126,1500,7.838405,2,0.0
62.801777,1800,10.374398,2,16.0
-56.421423,640,11.252323,2,0.0
-45.850526,1072,13.271178,2,0.0
15.002799,1432,15.077647,2,0.0
-38.495254,1165,16.764963,2,0.0
28.530404,1800,21.277407,2,2.0
83.998324,1800,26.11287,2,44.0
-17.64705,707,27.853301,2,0.0
41.00617,1083,30.028379,2,0.0
-30.080428,698,67.908221,1,0.0
99.756835,1800,73.129133,2,2.0
-49.286319,405,74.2581,2,0.0
-28.146382,901,76.818324,2,0.0
-46.498104,1490,81.157111,2,0.0
-54.30599,785,83.675499,2,0.0
89.588141,1800,89.437499,3,2.0
-1.755933,1800,94.390599,1,30.0
42.51772,1377,99.015569,2,0.0
-47.669876,1387,105.90128,1,0.0
-53.051814,617,109.019678,2,0.0
-3.812543,1800,119.478689,2,30.0
-11.248967,824,189.545616,2,0.0
-39.536196,1199,196.304321,2,0.0
21.238979,1459,203.188413,2,0.0
-59.40503,1189,208.654938,2,0.0
39.594143,1708,216.482008,2,0.0
40.568895,1800,226.622667,2,30.0
-40.6402,630,230.12062,2,0.0
-35.84562,1037,235.725281,2,0.0
16.895783,1800,245.061271,1,44.0
94.039533,1800,253.826126,2,72.0
-6.915157,1162,259.820697,2,0.0
-58.177902,820,344.250783,2,0.0
26.461478,1800,349.80976,2,44.0
-24.424373,1645,354.277568,1,0.0
6.842943,1800,363.448521,1,72.0
-33.777377,1748,372.719083,1,0.0
17.80186,1364,379.302453,2,0.0
-37.530524,561,382.32891,2,0.0
20.981262,1800,392.22831,1,44.0
31.194077,1059,397.063498,2,0.0
-50.716018,947,402.171553,2,0.0
-31.038677,904,407.038115,2,0.0
-33.80687,1035,412.095557,1,0.0
30.135908,1162,480.291584,2,0.0
-36.272933,835,484.822062,2,0.0
-54.626086,995,490.209645,2,0.0
-35.078759,856,494.797518,2,0.0
88.580167,1800,500.547688,3,2.0
60.453988,1800,505.234529,2,16.0
36.140498,1440,508.502212,2,0.0
-24.251725,1613,513.297576,2,0.0
24.300649,1800,517.917857,1,16.0
-50.826073,848,520.300654,2,0.0
64.000242,959,522.593811,3,0.0
-47.524747,658,524.093944,2,0.0
-14.23993,1700,560.743495,2,0.0
-38.582557,1619,565.456358,2,0.0
-52.308519,1119,568.31219,1,0.0
16.164534,1800,573.56901,2,16.0
-35.052539,885,575.924893,2,0.0
53.322771,1426,579.045286,2,0.0
-27.853762,1582,582.970894,1,0.0
-40.216588,1379,586.514337,2,0.0
51.581831,1143,588.860467,2,0.0
-26.041318,1703,593.667004,2,0.0
13.214347,1800,640.03342,2,30.0
-32.996494,542,641.426266,2,0.0
36.58872,1630,645.499208,3,0.0
73.6458,1800,650.641581,3,16.0
67.431629,1800,655.389096,2,44.0
-11.770434,1048,657.972826,2,0.0
-3.260361,1800,662.582816,1,58.0
65.237868,1256,665.496491,2,0.0
-30.157391,1341,668.814602,1,0.0
8.970832,1800,673.266992,1,72.0
47.007688,1740,712.552506,2,0.0
19.813902,1800,716.937383,1,30.0
33.742649,1800,721.232214,1,86.0
20.396029,1800,725.812088,1,72.0
89.093506,1800,730.001145,2,16.0
52.078033,1800,734.437196,2,30.0
102.820545,1800,738.782332,2,44.0
38.356999,1737,743.548043,3,0.0
41.759056,1740,747.817975,2,0.0
-12.706305,686,788.599825,2,0.0
36.111561,1571,792.463611,2,0.0
-39.553375,1087,795.38507,1,0.0
-50.100706,833,797.565334,2,0.0
12.116367,1800,802.923214,2,72.0
-61.959209,1137,806.080727,2,0.0
-62.089205,1209,809.643083,2,0.0
87.156699,1800,814.023584,2,30.0
-6.827858,1153,816.955039,2,0.0
42.078479,1171,820.089796,3,0.0
17.479888,1800,825.294452,2,2.0
96.757934,1800,863.081312,2,2.0
-53.513826,359,863.963574,2,0.0
34.786983,1800,869.521181,2,58.0
27.531019,1800,875.193058,2,2.0
-17.991399,760,877.34788,2,0.0
61.257,1662,882.236828,2,0.0
-49.535779,981,885.234274,2,0.0
47.850987,1800,890.112891,1,100.0
58.199979,1234,894.181278,2,0.0
27.859711,1439,898.030044,2,0.0
24.743329,953,900.610356,2,0.0
-15.397514,1303,904.436653,2,0.0
