episode,seed,reward,phase,phases_advanced,simulation_steps,decisions,end_reason,survived_time_limit,enemies_destroyed,spawners_destroyed,damage_dealt,damage_taken,shots_fired,projectile_hits,accuracy,hits_per_projectile,player_level,xp_earned,weapon_name,upgrades_chosen,phase_rewards_chosen,bosses_destroyed,minibosses_destroyed,boss_skills_dodged,boss_skill_hits,boss_defenders_destroyed,boss_immune_hits,missiles_evaded,missile_hits,boss_rewards_chosen,drone_level,barrier_charges,build_summary,contact_events,crowd_fraction,wall_fraction,mean_enemy_clearance,wall_contacts,close_threat_decisions,close_movement_decisions,close_approach_decisions,close_approach_rate,phase_diagnostics
1,590003,352.513751,6,5,6554,3277,player_destroyed,False,77,12,7973.5704,117.4253,255,207,0.811765,0.811765,6,1317.0,Rapid Pulse,5,4,1,1,8,3,2,2,3,0,1,2,0,fire_rate:2;shield:3;drone:2,5,0.07537381751602075,0.08483368935001526,155.45637519046238,3,1138,952,230,0.2415966386554622,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 462}, ""2"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 448}, ""3"": {""boss_casts"": 9, ""boss_dodges"": 4, ""boss_hits"": 2, ""contacts"": 1, ""damage"": 40.59328000000001, ""frames"": 1914}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 456}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 2, ""damage"": 25.536, ""frames"": 1760}, ""6"": {""boss_casts"": 8, ""boss_dodges"": 4, ""boss_hits"": 1, ""contacts"": 2, ""damage"": 51.29599999999999, ""frames"": 1514}}"
