episode,seed,reward,phase,phases_advanced,simulation_steps,decisions,end_reason,survived_time_limit,enemies_destroyed,spawners_destroyed,damage_dealt,damage_taken,shots_fired,projectile_hits,accuracy,hits_per_projectile,player_level,xp_earned,weapon_name,upgrades_chosen,phase_rewards_chosen,bosses_destroyed,minibosses_destroyed,boss_skills_dodged,boss_skill_hits,boss_defenders_destroyed,boss_immune_hits,missiles_evaded,missile_hits,boss_rewards_chosen,drone_level,barrier_charges,build_summary,contact_events,crowd_fraction,wall_fraction,mean_enemy_clearance,wall_contacts,close_threat_decisions,close_movement_decisions,close_approach_decisions,close_approach_rate,phase_diagnostics
1,590002,354.049724,6,5,6393,3197,player_destroyed,False,63,12,7412.2637,148.325,271,190,0.701107,0.701107,6,1304.0,Multi-Beam Array,5,4,1,2,12,2,2,10,7,0,1,3,0,multishot:1;shield:3;drone:3;artifact:1,7,0.11416953393806693,0.09446355958711292,165.43959894453013,1,956,894,272,0.3042505592841163,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 2, ""damage"": 28.0, ""frames"": 478}, ""2"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 542}, ""3"": {""boss_casts"": 11, ""boss_dodges"": 7, ""boss_hits"": 1, ""contacts"": 1, ""damage"": 41.39296, ""frames"": 2436}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 224}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 766}, ""6"": {""boss_casts"": 10, ""boss_dodges"": 5, ""boss_hits"": 1, ""contacts"": 4, ""damage"": 78.93199999999999, ""frames"": 1947}}"
