episode,seed,reward,phase,phases_advanced,simulation_steps,decisions,end_reason,survived_time_limit,enemies_destroyed,spawners_destroyed,damage_dealt,damage_taken,shots_fired,projectile_hits,accuracy,hits_per_projectile,player_level,xp_earned,weapon_name,upgrades_chosen,phase_rewards_chosen,bosses_destroyed,minibosses_destroyed,boss_skills_dodged,boss_skill_hits,boss_defenders_destroyed,boss_immune_hits,missiles_evaded,missile_hits,boss_rewards_chosen,drone_level,barrier_charges,build_summary,contact_events,crowd_fraction,wall_fraction,mean_enemy_clearance,wall_contacts,close_threat_decisions,close_movement_decisions,close_approach_decisions,close_approach_rate,phase_diagnostics
1,590009,208.501886,5,4,3668,1834,player_destroyed,False,29,8,3896.5097,126.0986,110,95,0.863636,0.863636,5,817.0,Prism Laser,4,3,1,1,4,1,2,6,5,0,1,2,0,laser:1;shield:2;drone:2;critical:1,8,0.16030534351145037,0.1346782988004362,171.63938239732443,2,548,424,111,0.2617924528301887,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 2, ""damage"": 28.0, ""frames"": 414}, ""2"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 292}, ""3"": {""boss_casts"": 8, ""boss_dodges"": 4, ""boss_hits"": 1, ""contacts"": 0, ""damage"": 21.490560000000002, ""frames"": 1816}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 386}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 6, ""damage"": 76.608, ""frames"": 760}}"
