episode,seed,reward,phase,phases_advanced,simulation_steps,decisions,end_reason,survived_time_limit,enemies_destroyed,spawners_destroyed,damage_dealt,damage_taken,shots_fired,projectile_hits,accuracy,hits_per_projectile,player_level,xp_earned,weapon_name,upgrades_chosen,phase_rewards_chosen,bosses_destroyed,minibosses_destroyed,boss_skills_dodged,boss_skill_hits,boss_defenders_destroyed,boss_immune_hits,missiles_evaded,missile_hits,boss_rewards_chosen,drone_level,barrier_charges,build_summary,contact_events,crowd_fraction,wall_fraction,mean_enemy_clearance,wall_contacts,close_threat_decisions,close_movement_decisions,close_approach_decisions,close_approach_rate,phase_diagnostics
1,53006,143.434642,6,5,4238,2119,player_destroyed,False,37,12,5150.0637,192.5706,289,152,0.525952,0.525952,6,1207.0,Multi-Beam Array,5,4,1,3,5,1,2,8,5,1,1,2,0,multishot:1;shield:3;homing:1;drone:2,20,0.13921661160924964,0.3506370929683813,184.0485792679646,65,580,519,222,0.4277456647398844,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 300}, ""2"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 458}, ""3"": {""boss_casts"": 8, ""boss_dodges"": 5, ""boss_hits"": 1, ""contacts"": 6, ""damage"": 86.73060000000001, ""frames"": 1730}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 318}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 11, ""damage"": 78.204, ""frames"": 1202}, ""6"": {""boss_casts"": 1, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 3, ""damage"": 27.635999999999996, ""frames"": 230}}"
