episode,seed,reward,phase,phases_advanced,simulation_steps,decisions,end_reason,survived_time_limit,enemies_destroyed,spawners_destroyed,damage_dealt,damage_taken,shots_fired,projectile_hits,accuracy,hits_per_projectile,player_level,xp_earned,weapon_name,upgrades_chosen,phase_rewards_chosen,bosses_destroyed,minibosses_destroyed,boss_skills_dodged,boss_skill_hits,boss_defenders_destroyed,boss_immune_hits,missiles_evaded,missile_hits,boss_rewards_chosen,drone_level,barrier_charges,build_summary,contact_events,crowd_fraction,wall_fraction,mean_enemy_clearance,phase_diagnostics
1,263000,-42.099346,1,0,752,188,player_destroyed,False,0,0,0.0,112.0,22,0,0.0,0.0,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0.4734042553191489,0.824468085106383,125.76348179043713,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 752}}"
2,263001,-40.51571,1,0,463,116,player_destroyed,False,0,0,25.0,112.0,18,1,0.055556,0.055556,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0.45689655172413796,0.7931034482758621,91.43413733636419,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 463}}"
3,263002,-40.309012,1,0,767,192,player_destroyed,False,0,0,0.0,112.0,24,0,0.0,0.0,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0.3385416666666667,0.8125,144.2729788113747,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 767}}"
4,263003,-41.529631,1,0,543,136,player_destroyed,False,0,0,0.0,112.0,14,0,0.0,0.0,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0.3382352941176471,0.7426470588235294,72.77428092858187,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 543}}"
5,263004,-25.378101,1,0,513,129,player_destroyed,False,1,1,175.0,112.0,21,7,0.333333,0.333333,1,41.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0.49612403100775193,0.5271317829457365,73.36493770460397,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 513}}"
6,263005,-40.867937,1,0,503,126,player_destroyed,False,0,0,0.0,112.0,14,0,0.0,0.0,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0.31746031746031744,0.5238095238095238,100.79716931176507,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 503}}"
7,263006,-38.021504,1,0,575,144,player_destroyed,False,2,0,175.0,112.0,22,7,0.318182,0.318182,1,14.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0.5833333333333334,0.7430555555555556,44.043441540448434,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 575}}"
8,263007,-38.906887,1,0,566,142,player_destroyed,False,0,0,50.0,112.0,21,2,0.095238,0.095238,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0.7605633802816901,0.8169014084507042,17.508086978352228,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 566}}"
9,263008,-40.341889,1,0,510,128,player_destroyed,False,0,0,0.0,112.0,14,0,0.0,0.0,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0.453125,0.5859375,59.17040749163484,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 510}}"
10,263009,-41.277065,1,0,785,197,player_destroyed,False,1,0,75.0,112.0,31,3,0.096774,0.096774,1,7.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0.5076142131979695,0.30456852791878175,132.3188988373888,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 785}}"
11,263010,-42.100844,1,0,589,148,player_destroyed,False,0,0,0.0,112.0,17,0,0.0,0.0,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0.5067567567567568,0.7027027027027027,89.90152883877535,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 589}}"
