episode,seed,reward,phase,phases_advanced,simulation_steps,decisions,end_reason,survived_time_limit,enemies_destroyed,spawners_destroyed,damage_dealt,damage_taken,shots_fired,projectile_hits,accuracy,hits_per_projectile,player_level,xp_earned,weapon_name,upgrades_chosen,phase_rewards_chosen,bosses_destroyed,minibosses_destroyed,boss_skills_dodged,boss_skill_hits,boss_defenders_destroyed,boss_immune_hits,missiles_evaded,missile_hits,boss_rewards_chosen,drone_level,barrier_charges,build_summary,contact_events,crowd_fraction,wall_fraction,mean_enemy_clearance,wall_contacts,close_threat_decisions,close_movement_decisions,close_approach_decisions,close_approach_rate,phase_diagnostics
1,530005,227.05348,5,4,4636,2318,player_destroyed,False,27,8,3718.1103,139.6245,97,81,0.835052,0.835052,5,803.0,Rapid Pulse,4,3,1,1,9,0,2,9,13,0,1,3,0,fire_rate:1;shield:1;engine:1;drone:3;artifact:1,10,0.10440034512510785,0.15832614322691976,164.38605680794532,6,691,666,182,0.2732732732732733,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 14.0, ""frames"": 466}, ""2"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 314}, ""3"": {""boss_casts"": 11, ""boss_dodges"": 9, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 25.076520000000002, ""frames"": 2454}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 678}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 100.548, ""frames"": 724}}"
