episode,seed,reward,phase,phases_advanced,simulation_steps,decisions,end_reason,survived_time_limit,enemies_destroyed,spawners_destroyed,damage_dealt,damage_taken,shots_fired,projectile_hits,accuracy,hits_per_projectile,player_level,xp_earned,weapon_name,upgrades_chosen,phase_rewards_chosen,bosses_destroyed,minibosses_destroyed,boss_skills_dodged,boss_skill_hits,boss_rewards_chosen,drone_level,barrier_charges,build_summary,contact_events,crowd_fraction,wall_fraction,mean_enemy_clearance,phase_diagnostics
14,96013,72.688192,4,1,1371,343,player_destroyed,False,12,2,1802.44,182.336,88,81,0.920455,0.920455,3,284.0,Pulse Cannon,2,0,1,0,4,0,1,0,0,critical:1;riftbreaker:1,14,0.36151603498542273,0.1661807580174927,61.85771992547459,"{""3"": {""boss_casts"": 4, ""boss_dodges"": 4, ""boss_hits"": 0, ""contacts"": 4, ""damage"": 72.57600000000001, ""frames"": 816}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 10, ""damage"": 109.76000000000002, ""frames"": 555}}"
15,96014,89.050639,4,1,2180,545,player_destroyed,False,33,2,3225.24,167.4624,151,148,0.980132,0.980132,3,410.0,Rapid Pulse,2,0,1,0,3,1,1,0,0,fire_rate:1;leech:1;artifact:1,9,0.3981651376146789,0.43302752293577984,62.792922174892055,"{""3"": {""boss_casts"": 5, ""boss_dodges"": 3, ""boss_hits"": 1, ""contacts"": 1, ""damage"": 42.022400000000005, ""frames"": 940}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 125.44000000000003, ""frames"": 1240}}"
16,96015,67.924571,4,1,1338,335,player_destroyed,False,13,2,1877.44,172.3904,92,89,0.967391,0.967391,3,290.0,Pulse Cannon,2,0,1,0,3,1,1,0,0,critical:1;artifact:1,9,0.23880597014925373,0.20597014925373133,84.41954361704894,"{""3"": {""boss_casts"": 4, ""boss_dodges"": 3, ""boss_hits"": 1, ""contacts"": 3, ""damage"": 78.3104, ""frames"": 820}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 6, ""damage"": 94.08000000000001, ""frames"": 518}}"
17,96016,123.073463,4,1,2259,565,player_destroyed,False,43,2,4148.7,153.5632,153,148,0.96732,0.96732,4,620.0,Pulse Cannon,3,0,1,2,4,0,1,1,0,damage:1;regen:1;drone:1;artifact:1,11,0.45309734513274336,0.49911504424778763,63.454485609765456,"{""3"": {""boss_casts"": 5, ""boss_dodges"": 4, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 28.123200000000004, ""frames"": 960}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 10, ""damage"": 125.44000000000003, ""frames"": 1299}}"
18,96017,-24.151792,3,0,477,120,player_destroyed,False,2,0,394.1,108.864,20,20,1.0,1.0,1,12.0,Pulse Cannon,0,0,0,0,2,0,0,0,0,,6,0.4,0.3,21.39517072964395,"{""3"": {""boss_casts"": 3, ""boss_dodges"": 2, ""boss_hits"": 0, ""contacts"": 6, ""damage"": 108.86400000000002, ""frames"": 477}}"
19,96018,130.556018,4,1,1756,439,player_destroyed,False,30,4,3261.19,127.904,119,144,1.0,1.210084,3,452.0,Prism Laser,2,0,1,0,4,0,1,0,0,laser:1;piercing:1;artifact:1,8,0.40774487471526194,0.0,53.694777425081845,"{""3"": {""boss_casts"": 4, ""boss_dodges"": 4, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 18.144000000000002, ""frames"": 828}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 7, ""damage"": 109.76000000000002, ""frames"": 928}}"
20,96019,1.451198,3,0,1264,316,player_destroyed,False,9,0,1362.2,124.5776,67,65,0.970149,0.970149,1,54.0,Pulse Cannon,0,0,0,0,5,1,0,0,0,,5,0.2120253164556962,0.16139240506329114,50.33499982941092,"{""3"": {""boss_casts"": 6, ""boss_dodges"": 5, ""boss_hits"": 1, ""contacts"": 5, ""damage"": 124.57760000000002, ""frames"": 1264}}"
21,96020,1593.911548,14,11,9095,2274,player_destroyed,False,283,40,46238.2398,303.2064,1735,1543,0.889337,0.889337,9,4035.0,Multi-Beam Array,8,7,4,5,11,1,4,5,0,damage:1;multishot:3;homing:1;drone:5;critical:1;artifact:2,25,0.2022867194371152,0.18865435356200527,95.0597115121863,"{""10"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 0.0, ""frames"": 724}, ""11"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 2, ""damage"": 0.0, ""frames"": 1368}, ""12"": {""boss_casts"": 2, ""boss_dodges"": 2, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 396}, ""13"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 0.0, ""frames"": 780}, ""14"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 10, ""damage"": 148.96, ""frames"": 691}, ""3"": {""boss_casts"": 5, ""boss_dodges"": 3, ""boss_hits"": 1, ""contacts"": 1, ""damage"": 42.022400000000005, ""frames"": 964}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 872}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 0.0, ""frames"": 596}, ""6"": {""boss_casts"": 3, ""boss_dodges"": 3, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 0.0, ""frames"": 684}, ""7"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 2, ""damage"": 0.0, ""frames"": 716}, ""8"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 3, ""damage"": 45.696000000000005, ""frames"": 712}, ""9"": {""boss_casts"": 3, ""boss_dodges"": 3, ""boss_hits"": 0, ""contacts"": 3, ""damage"": 66.52799999999999, ""frames"": 592}}"
22,96021,393.235221,6,3,3881,971,player_destroyed,False,74,11,9356.59,158.0544,294,386,1.0,1.312925,5,1045.0,Nova Payload,4,2,1,1,8,1,1,0,0,hull:1;fire_rate:1;piercing:1;splash:1,11,0.29351184346035014,0.07312049433573635,75.20772809095172,"{""3"": {""boss_casts"": 4, ""boss_dodges"": 3, ""boss_hits"": 1, ""contacts"": 1, ""damage"": 42.022400000000005, ""frames"": 872}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 24.304000000000002, ""frames"": 1028}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 2, ""damage"": 0.0, ""frames"": 896}, ""6"": {""boss_casts"": 6, ""boss_dodges"": 5, ""boss_hits"": 0, ""contacts"": 7, ""damage"": 91.72800000000001, ""frames"": 1085}}"
23,96022,119.591591,4,1,2457,615,player_destroyed,False,45,3,4126.74,182.336,174,174,1.0,1.0,4,512.0,Nova Payload,3,0,1,0,4,0,1,1,0,damage:1;splash:1;drone:1,14,0.5430894308943089,0.16422764227642275,45.723785836714434,"{""3"": {""boss_casts"": 4, ""boss_dodges"": 4, ""boss_hits"": 0, ""contacts"": 4, ""damage"": 72.57600000000001, ""frames"": 808}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 10, ""damage"": 109.76000000000002, ""frames"": 1649}}"
24,96023,536.073469,7,4,4207,1052,player_destroyed,False,80,16,11443.025,231.1064,461,424,0.91974,0.91974,6,1458.0,Multi-Beam Array,5,2,2,2,8,1,2,1,0,damage:1;multishot:1;homing:1;drone:1;capacitor:1;critical:1,18,0.2338403041825095,0.12927756653992395,91.0018470773976,"{""3"": {""boss_casts"": 5, ""boss_dodges"": 4, ""boss_hits"": 1, ""contacts"": 0, ""damage"": 23.878400000000003, ""frames"": 1064}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 2, ""damage"": 15.680000000000001, ""frames"": 572}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 796}, ""6"": {""boss_casts"": 4, ""boss_dodges"": 4, ""boss_hits"": 0, ""contacts"": 5, ""damage"": 60.480000000000004, ""frames"": 836}, ""7"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 11, ""damage"": 131.06799999999998, ""frames"": 939}}"
25,96024,132.53932,4,1,2257,565,player_destroyed,False,37,3,3859.09,125.44,171,170,0.994152,0.994152,4,539.0,Prism Laser,3,0,1,1,4,0,1,0,0,fire_rate:1;laser:1;piercing:1;artifact:1,9,0.41238938053097346,0.41238938053097346,80.70587360547367,"{""3"": {""boss_casts"": 5, ""boss_dodges"": 4, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 908}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 9, ""damage"": 125.44000000000003, ""frames"": 1349}}"
26,96025,85.86184,4,1,1679,420,player_destroyed,False,21,2,2367.64,148.512,112,109,0.973214,0.973214,3,338.0,Pulse Cannon,2,0,1,0,4,0,1,0,0,hull:1;damage:1;artifact:1,9,0.48095238095238096,0.3595238095238095,58.4839149391836,"{""3"": {""boss_casts"": 4, ""boss_dodges"": 4, ""boss_hits"": 0, ""contacts"": 3, ""damage"": 54.432, ""frames"": 800}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 6, ""damage"": 94.08000000000001, ""frames"": 879}}"
27,96026,1190.97369,12,9,6528,1632,player_destroyed,False,142,33,26617.8753,305.984,1134,1007,0.888007,0.888007,7,2580.0,Multi-Beam Array,6,6,3,2,13,0,3,4,0,hull:1;fire_rate:1;multishot:3;drone:4;artifact:1,25,0.14583333333333334,0.23284313725490197,105.62188735470053,"{""10"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 0.0, ""frames"": 456}, ""11"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 0.0, ""frames"": 640}, ""12"": {""boss_casts"": 3, ""boss_dodges"": 3, ""boss_hits"": 0, ""contacts"": 10, ""damage"": 145.15200000000002, ""frames"": 540}, ""3"": {""boss_casts"": 5, ""boss_dodges"": 4, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 18.144000000000002, ""frames"": 988}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 15.680000000000001, ""frames"": 624}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 540}, ""6"": {""boss_casts"": 2, ""boss_dodges"": 2, ""boss_hits"": 0, ""contacts"": 3, ""damage"": 60.480000000000004, ""frames"": 408}, ""7"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 2, ""damage"": 0.0, ""frames"": 872}, ""8"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 516}, ""9"": {""boss_casts"": 5, ""boss_dodges"": 4, ""boss_hits"": 0, ""contacts"": 6, ""damage"": 66.52799999999999, ""frames"": 944}}"
28,96027,83.974116,4,1,2317,580,player_destroyed,False,27,2,2726.84,169.9264,130,126,0.969231,0.969231,3,374.0,Pulse Cannon,2,0,1,0,4,1,1,0,0,regen:2,12,0.3931034482758621,0.3086206896551724,73.343135762515,"{""3"": {""boss_casts"": 5, ""boss_dodges"": 4, ""boss_hits"": 1, ""contacts"": 2, ""damage"": 60.16640000000001, ""frames"": 1108}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 10, ""damage"": 109.76000000000002, ""frames"": 1209}}"
29,96028,660.816169,8,5,6105,1527,player_destroyed,False,157,17,18455.265,334.7904,868,825,0.950461,0.950461,6,1972.0,Nova Payload,5,3,2,2,8,1,2,0,0,fire_rate:1;multishot:1;splash:1;homing:1;regen:1,30,0.37721021611001965,0.13948919449901767,64.66024985949981,"{""3"": {""boss_casts"": 4, ""boss_dodges"": 3, ""boss_hits"": 1, ""contacts"": 3, ""damage"": 78.31040000000002, ""frames"": 824}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 5, ""damage"": 31.360000000000003, ""frames"": 896}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 5, ""damage"": 64.96, ""frames"": 784}, ""6"": {""boss_casts"": 5, ""boss_dodges"": 5, ""boss_hits"": 0, ""contacts"": 3, ""damage"": 20.16, ""frames"": 1048}, ""7"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 9, ""damage"": 104.16, ""frames"": 1892}, ""8"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 5, ""damage"": 35.84, ""frames"": 661}}"
30,96029,1232.498742,12,9,8408,2102,player_destroyed,False,206,33,32292.37,243.2368,1118,972,0.86941,0.86941,8,3114.0,Multi-Beam Array,7,6,3,4,13,3,3,1,0,damage:2;multishot:2;drone:1;critical:1;weapon_mastery:1;artifact:1,18,0.2055185537583254,0.12559467174119887,87.74736067598691,"{""10"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 768}, ""11"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 0.0, ""frames"": 700}, ""12"": {""boss_casts"": 3, ""boss_dodges"": 2, ""boss_hits"": 1, ""contacts"": 5, ""damage"": 115.73600000000002, ""frames"": 544}, ""3"": {""boss_casts"": 4, ""boss_dodges"": 2, ""boss_hits"": 2, ""contacts"": 2, ""damage"": 84.04480000000001, ""frames"": 852}, ""4"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 4, ""damage"": 15.680000000000001, ""frames"": 1272}, ""5"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 500}, ""6"": {""boss_casts"": 4, ""boss_dodges"": 4, ""boss_hits"": 0, ""contacts"": 0, ""damage"": 0.0, ""frames"": 884}, ""7"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 2, ""damage"": 0.0, ""frames"": 1228}, ""8"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 1, ""damage"": 27.776000000000003, ""frames"": 684}, ""9"": {""boss_casts"": 5, ""boss_dodges"": 5, ""boss_hits"": 0, ""contacts"": 3, ""damage"": 0.0, ""frames"": 976}}"
