#{"t_start": 1787942153.421015, "env_id": "None"}
r,l,t,phase,player_health
-87.555401,1186,783.5605,1,0.0
-118.677885,1563,811.806488,2,0.0
-108.05073,1274,815.350101,1,0.0
-53.884322,1800,820.649374,1,86.0
-101.600691,821,823.450792,3,0.0
-89.684712,722,825.647793,2,0.0
-93.27391,789,827.880313,3,0.0
-110.516647,1093,831.321766,2,0.0
-75.020613,599,832.998978,2,0.0
-118.52982,1094,836.563381,2,0.0
-80.183024,682,838.532266,2,0.0
-52.344949,1800,843.375895,1,44.0
-47.889969,1800,848.729329,1,44.0
-105.305155,1196,852.667517,2,0.0
-65.603143,445,854.173129,3,0.0
-98.058737,1800,860.001923,3,44.0
-86.321239,948,862.949706,2,0.0
-96.217829,1216,866.440877,1,0.0
-91.52564,1800,871.991251,2,58.0
-110.384308,1043,875.11628,1,0.0
-92.69128,804,877.657874,2,0.0
-128.76115,1800,883.31534,1,16.0
-110.153516,1187,887.371841,3,0.0
-95.395403,1800,893.110303,3,30.0
-78.94592,889,895.718708,1,0.0
-102.768833,1800,902.028951,2,44.0
-105.512482,1670,906.88743,1,0.0
-55.846787,1800,912.384319,2,86.0
-90.096963,725,914.438156,3,0.0
-79.254918,1800,919.819,1,30.0
-148.989509,1509,924.352087,3,0.0
-138.304913,1532,928.859083,1,0.0
-111.514325,1288,932.736037,2,0.0
-106.743986,1324,936.378658,1,0.0
-91.021355,753,938.876073,2,0.0
-81.451639,729,940.87385,2,0.0
-103.876809,858,943.490142,2,0.0
-130.840011,1284,947.509794,3,0.0
-114.363611,1442,952.344074,2,0.0
-143.279032,1421,956.734458,3,0.0
-109.322627,954,959.290651,1,0.0
-81.879549,1800,988.604772,1,16.0
-83.872195,1800,993.699152,2,2.0
-97.09973,1449,997.538986,1,0.0
-73.020383,1800,1002.340791,1,30.0
-127.018384,1742,1007.34616,1,0.0
-77.144349,1800,1013.077789,2,30.0
-98.754698,1471,1017.092473,1,0.0
-97.514832,1800,1022.56262,1,44.0
-83.389005,634,1024.398376,3,0.0
-89.576654,1060,1027.336071,2,0.0
-155.136504,1334,1030.994026,1,0.0
-76.013072,508,1032.368327,3,0.0
-82.557891,1800,1037.784668,3,44.0
-134.502719,1452,1041.992685,2,0.0
