#{"t_start": 1788242176.2486546, "env_id": "None"}
r,l,t,phase,player_health,episode_enemies_destroyed,episode_spawners_destroyed,episode_phases_advanced,episode_damage_taken,episode_xp_earned,episode_max_level,active_minibosses,active_boss_hazards,active_boss_defenders,active_enemy_missiles,drone_level
-0.529189,309,284.958811,3,0.0,8,0,0,102.49000000000001,56.0,2,0,0,1,1,0
-20.085048,275,285.622177,3,0.0,8,0,0,114.59840000000003,56.0,2,0,0,0,0,0
256.025883,534,286.872837,4,0.0,24,9,3,107.19400000000002,703.0,5,0,0,0,0,1
901.980102,1318,290.000671,9,0.0,104,27,8,289.30039999999997,2330.0,8,1,0,1,1,1
2.934542,267,290.743046,3,0.0,8,0,0,110.6312,56.0,2,0,0,0,0,0
-0.62572,208,291.304604,3,0.0,6,0,0,117.00520000000002,42.0,1,0,0,0,0,0
381.060878,835,293.506571,6,0.0,60,11,3,196.79260000000002,1193.0,6,0,2,0,1,1
-10.290245,170,293.928403,3,0.0,4,0,0,108.86400000000002,28.0,1,0,0,1,2,0
88.162048,434,308.682975,4,0.0,21,2,1,160.954,388.0,3,0,0,0,0,0
-4.182211,287,309.402918,3,0.0,8,0,0,107.88600000000002,56.0,2,0,2,0,0,0
-27.643767,130,309.719403,3,0.0,3,0,0,114.59840000000003,21.0,1,0,2,0,0,0
472.528976,752,311.466388,6,0.0,44,16,5,110.408,1137.0,6,0,2,2,1,2
-9.16274,290,312.162633,3,0.0,9,0,0,104.59560000000002,63.0,2,0,2,0,0,0
86.379917,488,313.448965,4,0.0,19,2,1,162.74600000000004,374.0,3,0,0,0,0,0
376.598985,897,315.812205,6,0.0,65,11,3,239.08520000000004,1058.0,6,0,2,2,0,0
-9.233045,229,316.419976,3,0.0,7,0,0,124.57760000000002,49.0,1,1,2,0,0,0
261.584093,827,318.399584,4,0.0,40,7,3,125.44000000000003,832.0,5,0,0,0,0,0
64.623306,455,319.580955,4,0.0,17,2,1,209.14640000000006,360.0,3,0,0,0,0,0
-26.920451,226,320.169626,3,0.0,7,0,0,103.956,49.0,1,0,2,0,0,0
-18.045198,230,320.768058,3,0.0,5,0,0,104.59560000000002,35.0,1,0,2,1,1,0
85.005454,377,321.774348,4,0.0,11,2,1,122.82920000000003,318.0,3,0,0,0,0,0
83.041596,420,322.838826,4,0.0,12,2,1,123.84720000000003,325.0,3,0,0,0,0,0
116.707217,382,323.743134,3,0.0,11,5,2,104.08040000000001,303.0,3,0,0,1,0,0
83.243422,422,324.858028,4,0.0,17,2,1,147.06600000000003,360.0,3,1,0,0,0,0
-13.056092,179,325.291,3,0.0,5,0,0,108.86400000000002,35.0,1,0,2,0,0,0
-27.782272,145,325.673524,3,0.0,4,0,0,108.22440000000002,28.0,1,0,0,1,0,0
545.350304,1618,329.582531,6,0.0,107,16,5,230.9524,1663.0,7,0,0,0,0,2
7.979051,239,330.201135,3,0.0,7,0,0,102.49000000000002,49.0,1,0,2,0,0,0
84.252531,439,331.428873,4,0.0,20,2,1,173.49800000000005,381.0,3,0,0,0,0,0
606.887642,907,333.73374,7,0.0,70,18,6,168.08800000000002,1645.0,7,0,0,0,0,2
-15.682695,205,334.269203,3,0.0,6,0,0,108.22440000000002,42.0,1,0,0,0,0,0
361.562795,818,336.466134,6,0.0,55,11,3,172.57799999999997,1073.0,6,0,0,2,1,2
-21.141324,174,336.950892,3,0.0,4,0,0,108.22440000000002,28.0,1,0,2,1,1,0
376.764175,1132,339.866158,5,0.0,90,12,4,249.67480000000006,1295.0,6,1,0,0,0,1
61.176508,526,341.359906,4,0.0,20,2,1,205.23640000000006,381.0,3,0,0,0,0,0
501.211456,834,343.453123,6,0.0,49,16,5,175.78300000000002,1257.0,6,0,3,0,1,2
228.08865,579,344.997299,4,0.0,21,8,3,164.88400000000004,648.0,4,1,0,0,0,1
-12.980218,239,345.615194,3,0.0,7,0,0,108.22440000000002,49.0,1,0,2,1,1,0
74.569939,382,346.587514,4,0.0,15,1,1,132.83200000000002,312.0,3,0,0,0,0,0
450.9119,919,348.925899,6,0.0,61,16,5,140.9616,1341.0,6,0,2,0,0,2
-20.305872,249,349.578743,3,0.0,7,0,0,101.85040000000001,49.0,1,0,2,1,0,0
-2.231448,232,350.294366,3,0.0,7,0,0,110.6312,49.0,1,0,2,0,0,0
475.796321,1044,353.234639,6,0.0,74,16,5,245.46760000000003,1432.0,7,0,2,0,0,1
-7.020077,344,354.614648,3,0.0,10,0,0,119.97080000000001,155.0,2,0,2,0,0,0
0.343006,315,355.606984,3,0.0,9,0,0,122.73960000000002,63.0,2,1,0,0,0,0
-17.604541,246,356.41168,3,0.0,6,0,0,101.85040000000001,42.0,1,0,2,1,1,0
-0.046927,246,357.151675,3,0.0,7,0,0,108.86400000000002,49.0,1,0,2,1,1,0
73.451945,510,358.7477,4,0.0,15,2,1,207.98160000000007,346.0,3,0,0,0,0,0
2476.843899,3009,366.632708,18,0.0,370,60,17,348.1434,6511.0,14,0,2,1,1,6
-5.905311,343,367.50681,3,0.0,11,0,0,132.1028,162.0,2,0,2,1,0,0
216.115795,680,369.209928,4,0.0,32,7,3,264.09360000000004,776.0,5,0,0,0,0,2
262.774478,675,370.861831,4,0.0,44,8,3,120.41000000000003,809.0,5,0,0,0,0,1
-26.793562,174,371.289436,3,0.0,4,0,0,106.43360000000001,28.0,1,1,2,0,0,0
-17.58877,354,372.154782,3,0.0,9,0,0,116.06440000000002,63.0,2,0,2,0,0,0
400.24652,1177,385.299654,6,0.0,83,11,3,182.99439999999998,1269.0,6,1,3,0,0,1
91.495347,539,386.796139,4,0.0,22,2,1,226.76520000000005,395.0,3,0,0,0,0,0
68.895258,463,387.999073,4,0.0,17,2,1,176.62160000000003,360.0,3,0,0,0,0,0
967.343411,1840,392.784907,9,0.0,170,27,8,330.6578,2707.0,9,1,2,3,1,1
-19.069674,163,393.200653,3,0.0,5,0,0,114.59840000000003,35.0,1,0,0,1,0,0
-8.575642,195,393.728949,3,0.0,6,0,0,117.00520000000002,42.0,1,0,2,0,0,0
-5.188618,322,394.59472,3,0.0,7,0,0,110.63120000000002,49.0,1,0,0,1,1,0
-21.923346,142,394.972726,3,0.0,4,0,0,110.96960000000003,28.0,1,0,2,1,1,0
2.341062,209,395.498695,3,0.0,7,0,0,102.49000000000001,49.0,1,0,0,0,0,0
-8.019208,277,396.224293,3,0.0,7,0,0,111.8296,49.0,1,1,0,0,1,0
-9.728267,341,397.106843,3,0.0,8,0,0,108.22440000000002,56.0,2,0,3,1,1,0
113.220883,665,398.942909,4,0.0,47,3,1,196.21160000000006,604.0,4,0,0,0,0,1
-14.221493,225,399.525628,3,0.0,7,0,0,100.96680000000002,49.0,1,0,2,1,1,0
-10.331966,309,400.330525,3,0.0,7,0,0,108.22440000000002,49.0,1,0,0,1,2,0
-11.618242,189,400.813857,3,0.0,4,0,0,102.49000000000001,28.0,1,0,2,1,1,0
-15.574792,222,401.397408,3,0.0,6,0,0,104.59560000000002,42.0,1,0,0,1,0,0
105.936165,434,402.506566,4,0.0,17,2,1,169.12000000000003,445.0,4,1,0,0,0,0
-7.612192,244,403.140155,3,0.0,6,0,0,101.51200000000001,42.0,1,0,3,0,0,0
-19.166813,183,403.617465,3,0.0,6,0,0,108.22440000000002,42.0,1,0,2,0,0,0
-18.855632,212,404.187958,3,0.0,7,0,0,108.2244,49.0,1,0,0,1,1,0
-20.671009,240,404.809968,3,0.0,5,0,0,101.85040000000001,35.0,1,0,2,1,1,0
612.262545,1024,407.372822,8,0.0,77,21,5,207.63340000000005,1768.0,7,1,0,0,0,1
-12.300113,160,407.771443,3,0.0,4,0,0,102.49000000000001,28.0,1,0,0,1,0,0
342.476741,985,410.209193,6,0.0,66,11,3,217.24540000000002,1065.0,6,0,0,1,2,1
0.571351,266,410.896795,3,0.0,8,0,0,107.00240000000002,56.0,2,0,0,0,0,0
109.750916,651,412.718501,4,0.0,39,2,1,188.07040000000003,599.0,4,0,0,0,0,1
355.315187,644,414.375759,6,0.0,41,11,3,141.949,975.0,5,0,2,1,0,1
-10.911752,218,414.999813,3,0.0,6,0,0,114.59840000000001,42.0,1,0,0,1,2,0
94.22594,565,416.531433,4,0.0,21,2,1,220.39120000000005,388.0,3,0,0,0,0,0
-22.052077,177,416.983906,3,0.0,4,0,0,110.96960000000003,28.0,1,0,3,2,0,0
-1.175608,240,417.657168,3,0.0,7,0,0,114.26,49.0,1,0,2,0,0,0
-0.315495,289,418.489949,3,0.0,8,0,0,102.46640000000002,56.0,2,1,2,0,0,0
233.29382,640,420.212958,4,0.0,29,7,3,136.538,670.0,4,1,0,0,0,1
1856.671823,2749,427.74549,16,0.0,276,46,13,374.1002000000001,5095.0,12,1,0,0,0,3
-11.248807,248,428.422958,3,0.0,7,0,0,101.85040000000002,49.0,1,0,2,0,0,0
84.99501,514,429.926542,4,0.0,27,2,1,185.26800000000006,430.0,4,0,0,0,0,0
207.808007,448,431.112795,4,0.0,16,7,3,181.97760000000005,579.0,4,0,0,0,0,1
75.9459,588,432.763878,4,0.0,28,2,1,185.92760000000004,437.0,4,0,0,0,0,0
-14.576096,152,433.182898,3,0.0,4,0,0,108.86400000000002,28.0,1,0,0,0,0,0
0.017387,235,433.845412,3,0.0,7,0,0,102.49000000000001,49.0,1,0,2,0,0,0
2.888174,215,434.467206,3,0.0,6,0,0,118.84320000000002,42.0,1,1,0,0,0,0
-6.645156,157,434.898287,3,0.0,4,0,0,108.86400000000002,28.0,1,0,0,1,1,0
468.349851,828,437.043312,6,0.0,56,16,5,121.16,1221.0,6,0,2,0,0,2
355.090006,762,439.089229,6,0.0,49,11,3,190.4102,946.0,5,0,2,0,0,0
-9.278295,194,439.601175,3,0.0,5,0,0,102.49000000000001,35.0,1,0,2,1,0,0
