#{"t_start": 1788106229.0145102, "env_id": "None"}
r,l,t,phase,player_health,episode_enemies_destroyed,episode_spawners_destroyed,episode_phases_advanced,episode_damage_taken,episode_xp_earned,episode_max_level
-23.875848,120,224.456573,1,0.0,0,1,0,112.0,35.0,1
210.429202,330,225.058572,4,0.0,10,9,3,112.55552000000002,490.0,6
28.695308,341,225.717573,2,0.0,10,2,1,187.04000000000002,195.0,4
70.755952,469,226.627572,2,0.0,16,4,1,102.5024,325.0,5
-23.693626,237,227.076573,1,0.0,0,1,0,112.0,35.0,1
166.107419,400,227.838573,4,0.0,13,6,3,111.77600000000002,415.0,5
166.929294,365,228.528572,4,0.0,18,6,3,157.58400000000003,465.0,6
-22.614064,163,228.819572,1,0.0,1,1,0,112.0,45.0,2
238.400408,578,229.954572,4,0.0,19,10,3,108.64000000000001,615.0,6
286.343683,871,231.787576,5,0.0,32,11,4,202.16000000000005,805.0,7
68.871908,363,232.478572,2,0.0,11,4,1,101.36000000000001,275.0,4
-20.459263,267,233.011572,1,0.0,2,1,0,112.0,55.0,2
64.914192,475,233.859573,2,0.0,14,4,1,160.16,305.0,4
