episode,seed,reward,phase,phases_advanced,simulation_steps,decisions,end_reason,survived_time_limit,enemies_destroyed,spawners_destroyed,damage_dealt,damage_taken,shots_fired,projectile_hits,accuracy,hits_per_projectile,player_level,xp_earned,weapon_name,upgrades_chosen,phase_rewards_chosen,bosses_destroyed,minibosses_destroyed,boss_skills_dodged,boss_skill_hits,boss_rewards_chosen,drone_level,barrier_charges,build_summary,contact_events,crowd_fraction,wall_fraction,mean_enemy_clearance,phase_diagnostics
16,43015,-39.175113,1,0,450,113,player_destroyed,False,0,0,25.0,112.0,15,1,0.066667,0.066667,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,,8,0.6283185840707964,0.5398230088495575,75.08835609307108,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 450}}"
17,43016,-40.485442,1,0,834,209,player_destroyed,False,0,0,0.0,112.0,32,0,0.0,0.0,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,,8,0.2535885167464115,0.8229665071770335,107.00001117274789,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 834}}"
18,43017,-39.911197,1,0,548,137,player_destroyed,False,0,0,0.0,112.0,16,0,0.0,0.0,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,,8,0.48175182481751827,0.7737226277372263,85.28641152769787,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 548}}"
19,43018,-41.861061,1,0,931,233,player_destroyed,False,0,0,25.0,112.0,34,1,0.029412,0.029412,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,,8,0.2918454935622318,0.6781115879828327,137.8378828730042,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 931}}"
20,43019,-40.415175,1,0,763,191,player_destroyed,False,0,0,0.0,112.0,24,0,0.0,0.0,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,,8,0.2774869109947644,0.8272251308900523,151.2693100163676,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 763}}"
21,43020,-39.242104,1,0,552,138,player_destroyed,False,0,0,0.0,112.0,23,0,0.0,0.0,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,,8,0.463768115942029,0.5652173913043478,73.05410999245828,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 552}}"
22,43021,-39.847542,1,0,808,202,player_destroyed,False,0,0,0.0,112.0,29,0,0.0,0.0,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,,8,0.24257425742574257,0.7227722772277227,137.15326990432564,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 808}}"
23,43022,-39.664294,1,0,518,130,player_destroyed,False,0,0,0.0,112.0,15,0,0.0,0.0,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,,8,0.3076923076923077,0.7307692307692307,156.96986598111582,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 518}}"
24,43023,-38.340416,1,0,394,99,player_destroyed,False,0,0,25.0,112.0,22,1,0.045455,0.045455,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,,8,0.5858585858585859,0.696969696969697,35.24205186560222,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 394}}"
25,43024,-39.640556,1,0,414,104,player_destroyed,False,0,0,25.0,112.0,13,1,0.076923,0.076923,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,,8,0.7692307692307693,0.36538461538461536,13.270825379126789,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 414}}"
26,43025,-38.171482,1,0,573,144,player_destroyed,False,1,0,75.0,112.0,19,3,0.157895,0.157895,1,6.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,,8,0.6111111111111112,0.5625,62.86619462530164,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 573}}"
27,43026,-39.610172,1,0,840,210,player_destroyed,False,0,0,0.0,112.0,29,0,0.0,0.0,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,,8,0.2619047619047619,0.7238095238095238,163.65677327882267,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 840}}"
28,43027,-40.212884,1,0,587,147,player_destroyed,False,0,0,0.0,112.0,22,0,0.0,0.0,1,0.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,,8,0.4557823129251701,0.6122448979591837,66.52926321115251,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 587}}"
29,43028,-27.413444,1,0,1051,263,player_destroyed,False,0,1,150.0,112.0,36,6,0.166667,0.166667,1,30.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,,8,0.34600760456273766,0.6539923954372624,104.43918195500005,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 1051}}"
30,43029,-26.138473,1,0,1184,296,player_destroyed,False,0,1,100.0,112.0,43,4,0.093023,0.093023,1,30.0,Pulse Cannon,0,0,0,0,0,0,0,0,0,,8,0.26013513513513514,0.9054054054054054,110.46067977026601,"{""1"": {""boss_casts"": 0, ""boss_dodges"": 0, ""boss_hits"": 0, ""contacts"": 8, ""damage"": 112.0, ""frames"": 1184}}"
